date,spy_close,spy_open,spy_high,spy_low,spy_volume,spy_sma20,spy_sma50,spy_sma200,spy_above_sma20,spy_above_sma50,spy_above_sma200,spy_sma20_slope_up,spy_return_1d,spy_return_5d,spy_return_20d,spy_return_60d,spy_gap_pct,spy_range_pct,spy_range_pct_sma10,spy_range_expansion,spy_realized_vol_20d,qqq_close,qqq_above_sma20,qqq_above_sma50,qqq_return_1d,qqq_return_5d,qqq_realized_vol_20d,spy_qqq_divergence_1d,market_regime_label
2022-03-23,443.8,446.91,448.49,443.71,79367033,432.4615,440.9732,446.3186,1,1,0,1,-0.012878,0.018778,0.051783,-0.070109,-0.005961,0.010771,0.017114,0.6294,0.247058,351.83,1,1,-0.014371,0.033821,0.347809,0.001493,bullish
2022-03-24,450.49,445.94,450.5,444.76,64736892,433.571,440.588,446.4628,1,1,1,1,0.015074,0.021357,0.051809,-0.055319,0.004822,0.012742,0.016981,0.7504,0.247074,359.65,1,1,0.022227,0.044159,0.337307,-0.007153,bullish
2022-03-25,452.69,451.16,452.98,448.43,76738724,434.318,440.2214,446.6082,1,1,1,1,0.004884,0.018379,0.034129,-0.051918,0.001487,0.010051,0.015786,0.6367,0.236619,359.35,1,1,-0.000834,0.022362,0.334138,0.005718,bullish
2022-03-28,455.91,452.06,455.91,450.06,68289867,435.282,440.049,446.7662,1,1,1,1,0.007113,0.025923,0.044156,-0.042528,-0.001392,0.012831,0.014969,0.8572,0.236805,364.91,1,1,0.015472,0.042362,0.337525,-0.008359,bullish
2022-03-29,461.55,460.02,462.07,457.18,86556542,436.8605,439.9856,446.9476,1,1,1,1,0.012371,0.026602,0.073422,-0.028234,0.009015,0.010595,0.014052,0.754,0.229927,371.19,1,1,0.01721,0.039864,0.334266,-0.004839,bullish
2022-03-30,458.7,460.34,461.195,456.465,79155242,437.901,440.0298,447.1188,1,1,1,1,-0.006175,0.033574,0.047523,-0.039794,-0.002622,0.010312,0.012586,0.8193,0.225538,367.09,1,1,-0.011046,0.043373,0.335046,0.004871,bullish
2022-03-31,451.64,457.89,458.76,451.16,121083948,438.6975,440.0276,447.2664,1,1,1,1,-0.015391,0.002553,0.036561,-0.054256,-0.001766,0.016828,0.012482,1.3482,0.233029,362.54,1,1,-0.012395,0.008036,0.33381,-0.002996,bullish
2022-04-01,452.92,453.31,453.46,449.14,88973773,439.735,440.151,447.4212,1,1,1,1,0.002834,0.000508,0.048014,-0.033007,0.003698,0.009538,0.011717,0.814,0.23005,361.85,1,1,-0.001903,0.006957,0.327987,0.004737,bullish
2022-04-04,456.8,453.13,456.91,452.26,59504500,441.6035,440.5274,447.6306,1,1,1,1,0.008567,0.001952,0.089097,-0.023806,0.000464,0.01018,0.011435,0.8902,0.196572,369.3,1,1,0.020589,0.01203,0.294493,-0.012022,bullish
2022-04-05,451.03,455.22,457.83,449.82,74213133,443.3425,440.7512,447.7814,1,1,1,1,-0.012631,-0.022793,0.083556,-0.032311,-0.003459,0.017759,0.012161,1.4603,0.201434,361.1,1,1,-0.022204,-0.027183,0.309744,0.009573,bullish
2022-04-06,446.52,446.89,448.93,443.47,106844970,444.298,440.9922,447.8984,1,1,0,1,-0.009999,-0.026553,0.044711,-0.040794,-0.009179,0.012228,0.012306,0.9937,0.188766,353.26,1,1,-0.021711,-0.037675,0.303248,0.011712,bullish
2022-04-07,448.77,445.59,450.69,443.53,78097214,445.4625,441.3,448.0293,1,1,1,1,0.005039,-0.006355,0.054738,-0.044662,-0.002083,0.015955,0.012628,1.2635,0.1873,354.1,1,1,0.002378,-0.02328,0.298839,0.002661,bullish
2022-04-08,447.57,447.97,450.63,445.94,79205711,446.8375,441.6266,448.1416,1,1,0,1,-0.002674,-0.011812,0.065465,-0.049786,-0.001783,0.010479,0.012671,0.827,0.179503,349.15,0,0,-0.013979,-0.035097,0.292351,0.011305,bullish
2022-04-11,439.92,444.11,445.0,439.39,89770538,447.9835,441.586,448.2082,0,0,0,1,-0.017092,-0.036953,0.054964,-0.052978,-0.007731,0.012752,0.012663,1.007,0.19031,340.89,0,0,-0.023657,-0.076929,0.297514,0.006565,neutral
2022-04-12,438.29,443.08,445.75,436.6501,84363635,448.5895,441.3536,448.2623,0,0,0,1,-0.003705,-0.028246,0.028439,-0.056873,0.007183,0.020762,0.013679,1.5178,0.177489,339.45,0,0,-0.004224,-0.059956,0.28017,0.000519,neutral
2022-04-13,443.31,438.03,444.11,437.84,73950154,448.974,441.1608,448.3403,0,1,0,1,0.011454,-0.007189,0.017653,-0.028872,-0.000593,0.014144,0.014062,1.0058,0.164806,346.35,0,0,0.020327,-0.019561,0.258522,-0.008873,neutral
2022-04-14,437.79,443.55,444.7301,437.68,97869451,448.81,440.7696,448.389,0,0,0,0,-0.012452,-0.024467,-0.007436,-0.030902,0.000541,0.016104,0.01399,1.1511,0.165406,338.43,0,0,-0.022867,-0.044253,0.268346,0.010415,bearish
2022-04-18,437.97,436.81,439.75,435.61,64950498,448.4825,440.597,448.4267,0,0,0,0,0.000411,-0.021449,-0.014735,-0.019653,-0.002239,0.009453,0.013982,0.6761,0.162626,338.69,0,0,0.000768,-0.029958,0.256642,-0.000357,bearish
2022-04-19,445.04,437.86,445.8,437.68,77784013,448.515,440.5238,448.4833,0,1,0,1,0.016143,0.011638,0.001463,0.016119,-0.000251,0.018246,0.014788,1.2338,0.173182,346.26,0,0,0.022351,0.015753,0.270119,-0.006208,neutral
2022-04-20,444.71,446.92,447.57,443.48,65210049,448.271,440.4728,448.5422,0,1,0,0,-0.000742,0.014648,-0.010854,0.011072,0.004224,0.009197,0.013932,0.6601,0.16771,341.21,0,0,-0.014584,0.005185,0.263691,0.013842,neutral
2022-04-21,438.06,448.54,450.01,437.1,85417327,447.984,440.2152,448.5602,0,0,0,0,-0.014954,-0.011843,-0.012934,0.008263,0.008612,0.029471,0.015656,1.8824,0.169928,334.15,0,0,-0.020691,-0.035224,0.268587,0.005737,bearish
2022-04-22,426.04,436.91,438.0825,425.44,132371772,446.7615,439.5852,448.5358,0,0,0,0,-0.027439,-0.026839,-0.054274,-0.016937,-0.002625,0.029674,0.017028,1.7427,0.184989,325.4,0,0,-0.026186,-0.038501,0.264933,-0.001253,bearish
2022-04-25,428.51,423.67,428.69,418.84,119636648,445.5525,439.169,448.5008,0,0,0,0,0.005798,-0.0216,-0.053414,-0.006331,-0.005563,0.022987,0.018279,1.2576,0.185516,329.58,0,0,0.012846,-0.026898,0.272072,-0.007048,bearish
2022-04-26,416.1,425.83,426.04,416.07,103996312,443.562,438.6818,448.3958,0,0,0,0,-0.028961,-0.065028,-0.08732,-0.058491,-0.006254,0.023961,0.0194,1.2351,0.204125,317.14,0,0,-0.037745,-0.084099,0.287116,0.008784,bearish
2022-04-27,417.27,417.24,422.92,415.01,121980990,441.348,438.2468,448.3042,0,0,0,0,0.002812,-0.061703,-0.095938,-0.072548,0.00274,0.018957,0.019219,0.9864,0.19636,316.76,0,0,-0.001198,-0.071657,0.273812,0.00401,bearish
2022-04-28,427.81,422.29,429.64,417.6,105375338,439.8035,437.881,448.2621,0,0,0,0,0.025259,-0.023399,-0.067342,-0.055503,0.012031,0.028143,0.020619,1.3649,0.223213,328.01,0,0,0.035516,-0.018375,0.312672,-0.010257,bearish
2022-04-29,412.0,423.59,425.87,411.21,145311088,437.8215,437.189,448.1484,0,0,0,0,-0.036956,-0.032955,-0.087769,-0.099158,-0.009864,0.035583,0.022567,1.5768,0.251131,313.25,0,0,-0.044999,-0.037339,0.343596,0.008043,bearish
2022-05-02,414.48,412.07,415.92,405.02,158312526,435.8995,436.7374,448.064,0,0,0,0,0.006019,-0.032741,-0.084872,-0.071921,0.00017,0.026298,0.024252,1.0844,0.252622,318.48,0,0,0.016696,-0.033679,0.353551,-0.010677,bearish
2022-05-03,416.38,415.01,418.93,413.36,100013490,433.8785,436.3804,448.0211,0,0,0,0,0.004584,0.000673,-0.088485,-0.07203,0.001279,0.013377,0.023765,0.5629,0.250309,318.82,0,0,0.001068,0.005297,0.34057,0.003516,bearish
2022-05-04,429.06,417.08,429.66,413.7099,144247895,432.78,436.3702,448.0111,0,0,0,0,0.030453,0.028255,-0.048711,-0.040692,0.001681,0.037175,0.026563,1.3995,0.27656,329.6,0,0,0.033812,0.040535,0.364374,-0.003359,bearish
2022-05-05,413.81,424.55,425.0,409.44,172929106,431.1445,436.2074,447.9074,0,0,0,0,-0.035543,-0.032725,-0.073255,-0.082339,-0.010511,0.037602,0.027376,1.3735,0.300554,313.0,0,0,-0.050364,-0.045761,0.397004,0.014821,bearish
2022-05-06,411.34,411.1,414.8,405.73,151746311,429.273,435.8682,447.7868,0,0,0,0,-0.005969,-0.001602,-0.083406,-0.100975,-0.006549,0.02205,0.026613,0.8285,0.298799,309.25,0,0,-0.011981,-0.012769,0.396245,0.006012,bearish
2022-05-09,398.17,405.1,406.41,396.5,155571067,426.803,435.0766,447.578,0,0,0,0,-0.032017,-0.039351,-0.110374,-0.113839,-0.01517,0.024889,0.026804,0.9286,0.314944,297.15,0,0,-0.039127,-0.066974,0.412829,0.00711,bearish
2022-05-10,399.09,404.49,406.08,394.82,132497200,424.7615,434.3258,447.3683,0,0,0,0,0.002311,-0.041525,-0.092812,-0.093925,0.015873,0.028214,0.027229,1.0362,0.313205,300.76,0,0,0.012149,-0.056646,0.414249,-0.009838,bearish
2022-05-11,392.75,398.07,404.04,391.96,142360992,422.4845,433.5812,447.137,0,0,0,0,-0.015886,-0.084627,-0.103904,-0.105394,-0.002556,0.030757,0.028409,1.0826,0.315636,291.84,0,0,-0.029658,-0.114563,0.422664,0.013772,bearish
2022-05-12,392.34,389.37,395.8,385.15,125090753,419.936,432.6702,446.9046,0,0,0,0,-0.001044,-0.051884,-0.114976,-0.120511,-0.008606,0.027145,0.028309,0.9589,0.309852,291.15,0,0,-0.002364,-0.069808,0.410494,0.00132,bearish
2022-05-13,401.72,396.71,403.18,395.61,104060921,418.1325,431.9904,446.7099,0,0,0,0,0.023908,-0.023387,-0.082391,-0.100493,0.011138,0.018844,0.026635,0.7075,0.326068,301.94,0,0,0.03706,-0.023638,0.436265,-0.013152,bearish
2022-05-16,400.09,399.98,403.97,397.6,78582794,416.2385,431.3488,446.5178,0,0,0,0,-0.004058,0.004822,-0.08649,-0.084588,-0.004331,0.015921,0.025597,0.622,0.325597,298.44,0,0,-0.011592,0.004341,0.43605,0.007534,bearish
2022-05-17,408.32,406.53,408.57,402.5824,82720710,414.4025,431.1266,446.3714,0,0,0,0,0.02057,0.023128,-0.082509,-0.059669,0.016096,0.014664,0.025726,0.57,0.329576,306.17,0,0,0.025901,0.017988,0.43921,-0.005331,bearish
2022-05-18,391.86,403.5,403.8,390.55,117669645,411.76,430.6388,446.125,0,0,0,0,-0.040312,-0.002266,-0.118841,-0.087785,-0.011804,0.033813,0.02539,1.3317,0.354077,291.14,0,0,-0.04909,-0.002399,0.46582,0.008778,bearish
2022-05-19,389.46,388.62,394.14,387.11,98477715,409.33,429.8798,445.8774,0,0,0,0,-0.006125,-0.007341,-0.110944,-0.077,-0.008268,0.018051,0.023435,0.7703,0.352569,289.58,0,0,-0.005358,-0.005392,0.463339,-0.000767,bearish
2022-05-20,389.63,393.25,397.03,380.54,131137197,407.5095,429.1628,445.6168,0,0,0,0,0.000437,-0.030096,-0.085461,-0.090287,0.009731,0.042322,0.025462,1.6622,0.343392,288.68,0,0,-0.003108,-0.043916,0.457773,0.003545,bearish
2022-05-23,396.92,392.83,397.73,390.38,76371878,405.93,428.6998,445.3889,0,0,0,0,0.01871,-0.007923,-0.073721,-0.093272,0.008213,0.018518,0.024825,0.7459,0.351335,293.48,0,0,0.016627,-0.01662,0.459984,0.002083,bearish
2022-05-24,393.89,392.56,395.15,386.96,91380131,404.8195,428.2376,445.1477,0,0,0,0,-0.007634,-0.03534,-0.053377,-0.097886,-0.010985,0.020793,0.024083,0.8634,0.338605,287.24,0,0,-0.021262,-0.061828,0.44777,0.013628,bearish
2022-05-25,397.37,392.31,399.45,391.89,91397866,403.8245,427.6616,444.9212,0,0,0,0,0.008835,0.014061,-0.047691,-0.075841,-0.004011,0.019025,0.02291,0.8304,0.340569,291.26,0,0,0.013995,0.000412,0.452629,-0.00516,bearish
2022-05-26,405.31,398.67,407.04,398.45,82123839,402.6995,427.0554,444.7288,1,0,0,0,0.019981,0.040697,-0.052593,-0.074402,0.003272,0.021194,0.022314,0.9498,0.335519,299.33,0,0,0.027707,0.033669,0.444685,-0.007726,neutral
2022-05-27,415.26,407.91,415.3801,407.7,84769855,402.8625,426.5392,444.5796,1,0,0,1,0.024549,0.06578,0.007913,-0.046935,0.006415,0.018495,0.02228,0.8301,0.321655,309.1,1,0,0.03264,0.070736,0.434447,-0.008091,neutral
2022-05-31,412.93,413.55,416.46,410.03,95936980,402.785,425.9074,444.4146,1,0,0,0,-0.005611,0.040336,-0.00374,-0.04452,-0.004118,0.015572,0.022245,0.7,0.321615,308.28,1,0,-0.002653,0.050429,0.42967,-0.002958,neutral
2022-06-01,409.59,415.17,416.24,406.93,86565813,402.4455,425.2114,444.2277,1,0,0,0,-0.008089,0.039859,-0.016307,-0.02346,0.005425,0.02273,0.023051,0.9861,0.322279,306.0,1,0,-0.007396,0.065311,0.430021,-0.000693,neutral
2022-06-02,417.39,409.42,417.44,407.04,79409633,401.862,424.5674,444.0944,1,0,0,0,0.019043,0.050381,-0.027199,0.002739,-0.000415,0.024917,0.022162,1.1243,0.310359,314.38,1,0,0.027386,0.079379,0.423754,-0.008343,neutral
2022-06-03,410.54,412.4,414.04,409.51,71874281,401.6985,423.9022,443.9512,1,0,0,0,-0.016412,0.012904,-0.007902,-0.03947,-0.011955,0.011034,0.02146,0.5142,0.288177,306.2,1,0,-0.026019,0.022951,0.393103,0.009607,neutral
2022-06-06,411.79,414.78,416.609,410.5523,57503038,401.721,423.1282,443.8109,1,0,0,1,0.003045,-0.008356,0.001094,-0.032175,0.010328,0.014708,0.018699,0.7866,0.287636,307.22,1,0,0.003331,-0.006082,0.391204,-0.000286,neutral
2022-06-07,415.74,408.1,416.22,407.61,59259373,402.5995,422.3892,443.6728,1,0,0,1,0.009592,0.006805,0.044127,-0.010308,-0.008961,0.02071,0.018918,1.0947,0.262036,309.87,1,0,0.008626,0.005158,0.36298,0.000966,neutral
2022-06-08,411.22,413.93,415.82,410.38,64349966,403.206,421.4954,443.4926,1,0,0,1,-0.010872,0.00398,0.030394,-0.013861,-0.004354,0.013229,0.018161,0.7284,0.266119,307.64,1,0,-0.007197,0.005359,0.362406,-0.003675,neutral
2022-06-09,401.44,409.34,411.74,401.44,86249796,403.6405,420.2932,443.26,0,0,0,1,-0.023783,-0.038214,0.022126,-0.058028,-0.004572,0.025658,0.018825,1.363,0.274553,299.4,0,0,-0.026785,-0.047649,0.359163,0.003002,neutral
2022-06-10,389.8,394.88,395.7777,389.75,131723864,403.5135,418.9152,442.9644,0,0,0,0,-0.028996,-0.050519,-0.006474,-0.105183,-0.016341,0.015464,0.018252,0.8472,0.295191,288.84,0,0,-0.035271,-0.056695,0.382643,0.006275,bearish
2022-06-13,375.0,379.85,381.81,373.3,169975861,402.1775,417.3824,442.6081,0,0,0,0,-0.037968,-0.089342,-0.066514,-0.149795,-0.025526,0.022693,0.018672,1.2153,0.310632,275.41,0,0,-0.046496,-0.103541,0.391602,0.008528,bearish
2022-06-14,373.87,376.85,377.94,370.59,104007431,400.8665,415.8014,442.2262,0,0,0,0,-0.003013,-0.100712,-0.065535,-0.158935,0.004933,0.019659,0.01908,1.0303,0.310626,275.91,0,0,0.001815,-0.109594,0.3913,-0.004828,bearish
2022-06-15,379.2,377.36,383.9,372.12,125666797,399.4105,414.2494,441.861,0,0,0,0,0.014256,-0.077866,-0.071317,-0.146695,0.009335,0.031065,0.019914,1.56,0.305064,282.8,0,0,0.024972,-0.080744,0.390406,-0.010716,bearish
2022-06-16,366.65,370.51,370.94,364.0799,134219538,398.15,412.5618,441.4365,0,0,0,0,-0.033096,-0.086663,-0.064334,-0.184479,-0.022917,0.01871,0.019293,0.9698,0.29382,271.39,0,0,-0.040347,-0.093554,0.377114,0.007251,bearish
2022-06-17,365.86,365.51,369.38,362.17,111113904,396.97,410.9486,441.0068,0,0,0,0,-0.002155,-0.061416,-0.060597,-0.17562,-0.003109,0.019707,0.02016,0.9775,0.293654,274.69,0,0,0.01216,-0.048989,0.381043,-0.014315,bearish
2022-06-21,375.07,371.89,376.525,371.81,76811861,396.242,409.4746,440.6162,0,0,0,0,0.025174,0.000187,-0.037369,-0.167418,0.016482,0.012571,0.019947,0.6302,0.309932,281.08,0,0,0.023263,0.020587,0.391734,0.001911,bearish
2022-06-22,374.39,370.62,378.72,370.18,90059424,395.1155,408.011,440.2228,0,0,0,0,-0.001813,0.001391,-0.056762,-0.172966,-0.011864,0.02281,0.020157,1.1316,0.300402,280.67,0,0,-0.001459,0.017252,0.386041,-0.000354,bearish
2022-06-23,378.06,376.64,378.83,372.89,79292135,394.324,406.7738,439.8557,0,0,0,0,0.009803,-0.003006,-0.040189,-0.170757,0.00601,0.015712,0.020405,0.77,0.303106,284.85,0,0,0.014893,0.007249,0.383504,-0.00509,bearish
2022-06-24,390.08,381.4,390.09,381.365,97948933,393.9595,405.8096,439.5516,0,0,0,0,0.031794,0.063903,-0.018346,-0.154848,0.008835,0.022367,0.020076,1.1141,0.323617,294.61,1,0,0.034264,0.08556,0.399407,-0.00247,bearish
2022-06-27,388.59,391.05,391.36,387.44,65955617,393.1235,404.7152,439.2496,0,0,0,0,-0.00382,0.062128,-0.041252,-0.152845,0.002487,0.010088,0.019538,0.5163,0.314295,292.45,0,0,-0.007332,0.064655,0.387383,0.003512,bearish
2022-06-28,380.65,390.23,393.16,380.53,86680824,391.393,403.5724,438.9257,0,0,0,0,-0.020433,0.014877,-0.083345,-0.157183,0.00422,0.03318,0.020587,1.6117,0.30461,283.54,0,0,-0.030467,0.008752,0.38013,0.010034,bearish
2022-06-29,380.34,381.23,382.27,378.42,65583999,389.7635,402.4198,438.5945,0,0,0,0,-0.000814,0.015893,-0.078924,-0.160249,0.001524,0.010123,0.019633,0.5156,0.304822,283.8,0,0,0.000917,0.011152,0.380549,-0.001731,bearish
2022-06-30,377.25,376.24,380.6582,372.56,112503273,388.1465,401.064,438.2599,0,0,0,0,-0.008124,-0.002143,-0.078957,-0.174146,-0.01078,0.021466,0.018673,1.1496,0.304828,280.28,0,0,-0.012403,-0.016044,0.38155,0.004279,bearish
2022-07-01,381.24,376.56,381.7,373.8,74837629,386.339,399.7946,437.9267,0,0,0,0,0.010577,-0.022662,-0.08661,-0.154735,-0.001829,0.020722,0.018875,1.0979,0.297846,282.13,0,0,0.006601,-0.042361,0.365809,0.003976,bearish
2022-07-05,381.96,375.88,381.98,372.9,81406965,384.91,398.6726,437.6006,0,0,0,0,0.001889,-0.017062,-0.069616,-0.144585,-0.014059,0.023772,0.019281,1.2329,0.295156,286.96,0,0,0.01712,-0.018772,0.365233,-0.015231,bearish
2022-07-06,383.25,382.11,385.87,379.6,70121444,383.483,397.8168,437.3099,0,0,0,0,0.003377,0.00683,-0.069307,-0.145999,0.000393,0.01636,0.01966,0.8321,0.295258,288.8,1,0,0.006412,0.018551,0.366125,-0.003035,bearish
2022-07-07,388.99,385.12,389.83,383.267,64511919,382.1455,397.0264,437.0846,1,0,0,0,0.014977,0.022743,-0.064343,-0.130885,0.004879,0.016872,0.019066,0.8849,0.298977,294.98,1,0,0.021399,0.039394,0.374089,-0.006422,neutral
2022-07-08,388.67,387.27,390.64,385.66,72385765,381.018,396.4778,436.8598,1,0,0,0,-0.000823,0.030272,-0.054837,-0.116498,-0.004422,0.012813,0.018776,0.6824,0.297717,295.35,1,0,0.001254,0.053768,0.373868,-0.002077,neutral
2022-07-11,384.23,385.85,386.87,383.5,58366945,380.1575,395.817,436.5917,1,0,0,0,-0.011424,0.007843,-0.042871,-0.123343,-0.007256,0.008771,0.017417,0.5036,0.289029,289.04,1,0,-0.021364,0.024492,0.369414,0.00994,neutral
2022-07-12,380.83,383.65,386.16,378.99,62219178,379.709,394.8774,436.2799,1,0,0,0,-0.008849,-0.002958,-0.023012,-0.14094,-0.00151,0.018827,0.018291,1.0293,0.27206,286.24,1,0,-0.009687,-0.002509,0.348411,0.000838,neutral
2022-07-13,378.83,375.1,381.92,374.658,84198649,379.9005,394.214,435.9546,0,0,0,1,-0.005252,-0.011533,0.010213,-0.134676,-0.015046,0.01917,0.01689,1.135,0.234101,285.65,1,0,-0.002061,-0.010907,0.300917,-0.003191,neutral
2022-07-14,377.91,373.61,379.0498,371.04,89704819,380.1025,393.4826,435.6309,0,0,0,1,-0.002429,-0.028484,0.010806,-0.137133,-0.013779,0.021195,0.017997,1.1777,0.233993,286.67,1,0,0.003571,-0.028171,0.30098,-0.006,neutral
2022-07-15,385.13,382.55,385.25,380.54,79026583,380.399,392.8576,435.388,1,0,0,1,0.019105,-0.009108,0.015638,-0.134617,0.012278,0.01223,0.017073,0.7163,0.238248,291.87,1,0,0.018139,-0.011783,0.295155,0.000966,neutral
2022-07-18,381.95,388.38,389.09,380.66,63203626,381.164,391.9154,435.1255,1,0,0,1,-0.008257,-0.005934,0.041729,-0.141126,0.008439,0.022071,0.017208,1.2826,0.204209,289.4,1,0,-0.008463,0.001246,0.251997,0.000206,neutral
2022-07-19,392.27,386.08,392.87,385.39,78505972,382.4845,391.4846,434.9411,1,1,0,1,0.027019,0.03004,0.072186,-0.104529,0.010813,0.019068,0.016738,1.1392,0.221255,298.3,1,1,0.030753,0.042132,0.268258,-0.003734,bullish
2022-07-20,394.77,392.47,396.26,391.03,71843769,383.4695,391.1532,434.7438,1,1,0,1,0.006373,0.042077,0.052524,-0.073397,0.00051,0.013248,0.016427,0.8065,0.206821,303.03,1,1,0.015857,0.060844,0.262661,-0.009484,bullish
2022-07-21,398.79,394.16,398.84,391.63,64903856,384.6895,391.1656,434.5945,1,1,0,1,0.010183,0.055251,0.065173,-0.069357,-0.001545,0.01808,0.016547,1.0926,0.207815,307.38,1,1,0.014355,0.072243,0.264435,-0.004172,bullish
2022-07-22,395.09,398.92,400.18,392.75,72197322,385.541,391.0856,434.4044,1,1,0,1,-0.009278,0.025861,0.045046,-0.050493,0.000326,0.018806,0.017147,1.0968,0.210792,301.99,1,1,-0.017535,0.034673,0.272753,0.008257,bullish
2022-07-25,395.57,395.75,396.47,393.21,53599485,385.8155,391.142,434.2078,1,1,0,1,0.001215,0.035659,0.014074,-0.052005,0.001671,0.008241,0.017094,0.4821,0.180604,300.27,1,1,-0.005696,0.03756,0.248591,0.006911,bullish
2022-07-26,390.89,393.84,394.06,389.95,52946393,385.9305,391.113,433.9689,1,0,0,1,-0.011831,-0.003518,0.005919,-0.0863,-0.004373,0.010514,0.016262,0.6465,0.185496,294.37,1,1,-0.019649,-0.013175,0.257903,0.007818,neutral
2022-07-27,401.04,394.36,402.88,394.05,82042106,386.95,391.0994,433.7848,1,1,0,1,0.025966,0.015883,0.053566,-0.026602,0.008877,0.022018,0.016547,1.3306,0.188916,306.81,1,1,0.04226,0.012474,0.269152,-0.016294,bullish
2022-07-28,406.07,401.89,406.8,398.15,73962563,388.2365,391.219,433.6417,1,1,0,1,0.012542,0.018255,0.06765,-0.02029,0.002119,0.021302,0.016558,1.2865,0.191586,309.81,1,1,0.009778,0.007906,0.269655,0.002764,bullish
2022-07-29,411.99,407.58,413.03,406.77,87003672,389.9735,391.2924,433.5336,1,1,0,1,0.014579,0.042775,0.092087,-0.010543,0.003719,0.015195,0.016854,0.9016,0.190516,315.46,1,1,0.018237,0.044604,0.266096,-0.003658,bullish
2022-08-01,410.77,409.15,413.41,408.4,69972971,391.45,391.6706,433.4116,1,1,0,1,-0.002961,0.038426,0.077458,-0.042628,-0.006893,0.012197,0.015867,0.7687,0.190788,315.27,1,1,-0.000602,0.049955,0.267077,-0.002359,bullish
2022-08-02,408.06,409.12,413.0,406.82,63435418,392.755,392.0426,433.2394,1,1,0,1,-0.006597,0.043925,0.068332,-0.013895,-0.004017,0.015145,0.015475,0.9787,0.194236,314.33,1,1,-0.002982,0.067806,0.265147,-0.003615,bullish
2022-08-03,414.45,410.3,415.68,410.0,67810555,394.315,392.539,433.0822,1,1,0,1,0.015659,0.033438,0.081409,0.007561,0.005489,0.013705,0.01552,0.8831,0.199034,322.89,1,1,0.027233,0.05241,0.276737,-0.011574,bullish
2022-08-04,414.17,414.37,415.09,412.44,45656574,395.574,392.884,432.9172,1,1,0,1,-0.000676,0.019947,0.064732,0.040184,-0.000193,0.006398,0.014352,0.4458,0.195301,324.4,1,1,0.004677,0.047093,0.270534,-0.005353,bullish
2022-08-05,413.47,409.66,414.15,409.6,56814929,396.814,393.2756,432.7313,1,1,0,1,-0.00169,0.003592,0.063807,0.036032,-0.010889,0.011004,0.013572,0.8108,0.195558,321.75,1,1,-0.008169,0.019939,0.274213,0.006479,bullish
2022-08-08,412.99,415.25,417.62,411.83,54025965,398.252,393.588,432.5342,1,1,0,1,-0.001161,0.005404,0.074851,0.051534,0.004305,0.01402,0.01415,0.9908,0.188659,320.71,1,1,-0.003232,0.017255,0.258531,0.002071,bullish
2022-08-09,411.35,412.22,412.75,410.22,44931772,399.778,393.7088,432.323,1,1,0,1,-0.003971,0.008063,0.080141,0.048453,-0.001864,0.00615,0.013713,0.4485,0.185117,317.08,1,1,-0.011319,0.008749,0.259856,0.007348,bullish
2022-08-10,419.99,418.78,420.14,416.72,68580712,401.836,393.8034,432.1574,1,1,0,1,0.021004,0.013367,0.10865,0.045479,0.018062,0.008143,0.012326,0.6606,0.191096,325.93,1,1,0.027911,0.009415,0.270043,-0.006907,bullish
2022-08-11,419.99,422.99,424.95,419.21,59489704,403.94,393.9446,431.9796,1,1,0,1,0.0,0.014052,0.111349,0.049739,0.007143,0.013667,0.011562,1.1821,0.190007,324.08,1,1,-0.005676,-0.000986,0.273399,0.005676,bullish
2022-08-12,427.1,422.03,427.21,421.03,61626042,406.0385,394.2948,431.8352,1,1,0,1,0.016929,0.032965,0.108976,0.045993,0.004857,0.01447,0.01149,1.2594,0.188113,330.39,1,1,0.019471,0.026853,0.274188,-0.002542,bullish
2022-08-15,428.86,424.765,429.41,424.71,53892880,408.384,394.5242,431.7098,1,1,0,1,0.004121,0.038427,0.122817,0.094421,-0.005467,0.010959,0.011366,0.9642,0.18137,333.06,1,1,0.008081,0.038508,0.26866,-0.00396,bullish
2022-08-16,429.7,427.73,431.73,426.88,59289039,410.2555,394.9074,431.5668,1,1,0,1,0.001959,0.044609,0.095419,0.103323,-0.002635,0.011287,0.01098,1.028,0.164041,332.28,1,1,-0.002342,0.047937,0.255848,0.004301,bullish
2022-08-17,426.65,425.91,429.5,424.54,62805394,411.8495,395.2046,431.4038,1,1,0,1,-0.007098,0.015858,0.080756,0.095013,-0.00882,0.011625,0.010772,1.0792,0.168984,328.49,1,1,-0.011406,0.007854,0.259466,0.004308,bullish
2022-08-18,427.89,426.86,428.61,425.5,49023206,413.3045,395.4476,431.243,1,1,0,1,0.002906,0.01881,0.072971,0.078026,0.000492,0.007268,0.010859,0.6693,0.16738,329.28,1,1,0.002405,0.016045,0.25667,0.000501,bullish
2022-08-19,422.14,424.98,425.26,421.22,67670402,414.657,395.666,431.0442,1,1,0,1,-0.013438,-0.011613,0.068465,0.071721,-0.006801,0.00957,0.010716,0.8931,0.172257,322.86,1,1,-0.019497,-0.022791,0.258941,0.006059,bullish
2022-08-22,413.35,417.05,417.23,412.4,77438140,415.546,395.9042,430.7873,0,1,0,1,-0.020822,-0.036166,0.044948,0.040214,-0.012058,0.011685,0.010482,1.1148,0.192748,314.36,0,1,-0.026327,-0.056146,0.278614,0.005505,neutral
