ticker
BBY
BCRX
BEN
BF.B
BMY
BN
BSX
BULL
CAG
CAVA
CCC
CCL
CDE
CELH
CFG
CHWY
CL
CLF
CLSK
CMCSA
CMG
CNC
CNH
CNP
CNQ
COLD
COMP
CPB
CPNG
CRBG
CRGY
CRML
CRWV
CSCO
CSGP
CSX
CTRA
CTSH
CTVA
CVE
CVS
CWAN
D
DAL
DD
DIS
DJT
DKNG
DOC
DT
DVN
DX
DXCM
EBAY
EL
ELAN
ENB
ENPH
ENVX
EOSE
EPD
EQT
EQX
ET
ETSY
EXC
EXK
F
FAST
FCX
FE
FHN
FIG
FISV
FITB
FLEX
FLG
FLNC
FNB
FOLD
FRMI
FRSH
FSLY
FSM
FTI
FTNT
GAP
GEN
GIS
GLXY
GM
GME
GOLD
GPK
GT
GTLB
GTM
HAL
HBAN
HBM
HIMS
HL
HOOD
HPE
HPQ
HRL
HST
HUN
HUT
IAG
IBRX
INTC
INVH
IONQ
IOT
IP
IREN
JBS
JHX
JOBY
KDP
KEY
KGC
KHC
KIM
KMI
KMX
KO
KSS
KVUE
LCID
LUMN
LUV
LVS
LYB
LYFT
M
MARA
MAT
MBLY
MCHP
MDLN
MDT
MGM
MNST
MO
MOS
MP
MRNA
MRVL
MTCH
NCLH
NEE
NEM
NEOG
NFLX
NG
NI
NKE
NLY
NOV
NTLA
NVAX
NVTS
NXE
O
OBDC
OGN
OKE
OKLO
OMC
ON
ONDS
ONON
OPEN
ORC
ORLY
OWL
OXY
PAAS
PAGS
PATH
PCG
PFE
PINS
PL
POET
PPL
PRMB
PSKY
PTEN
PYPL
QBTS
QS
QUBT
QXO
RBLX
RCAT
REPL
RF
RGTI
RIG
RIOT
RITM
RIVN
RKLB
RKT
ROIV
RPRX
RUN
S
SATL
SBET
SBUX
SEDG
SERV
SG
SHLS
SIRI
SLB
SMCI
SO
SOC
SOFI
SOUN
SRPT
STLA
STM
STNE
STUB
SVM
T
TDOC
TE
TECK
TEM
TFC
TGB
TLRY
TOST
TSCO
TTD
UA
UAA
UAL
UAMY
UCFI
UEC
UPS
UPST
USB
VFC
VG
VICI
VKTX
VLY
VTRS
WBD
WEN
WFC
WMB
WOLF
WULF
WY
XEL
XP
ZETA
ZIM
