ticker
AMPX
APA
AQN
ARCC
ARDX
ARRY
ASAN
ASM
ASTS
B
BAX
BBY
BCRX
BEN
BF.B
BMY
BN
BSX
BULL
CAG
CAVA
CCC
CELH
CFG
CHWY
CL
CLSK
CNC
CNH
CNP
CNQ
COLD
COMP
CPB
CPNG
CRBG
CRGY
CRML
CSGP
CSX
CTRA
CTSH
CTVA
CVE
CVS
CWAN
D
DAL
DCH
DD
DIS
DJT
DKNG
DOC
DT
DVN
DX
DXCM
EBAY
EL
ELAN
ENB
ENPH
ENVX
EOSE
EPD
EQT
EQX
ET
ETSY
EXC
EXK
FAST
FCX
FE
FHN
FIG
FISV
FITB
FLEX
FLG
FLNC
FNB
FOLD
FRMI
FRSH
FSLY
FSM
FTI
FTNT
GAP
GEN
GIS
GLXY
GM
GME
GOLD
GPGI
GPK
GT
GTLB
GTM
HAL
HBM
HPQ
HRL
HST
HUN
HUT
IAG
IBRX
INVH
IOT
IP
JBS
JHX
KDP
KGC
KHC
KIM
KMI
KMX
KO
KSS
LCID
LUMN
LUV
LVS
LYB
LYFT
M
MAT
MBLY
MCHP
MDLN
MDT
MGM
MNST
MO
MOS
MP
MRNA
MTCH
NCLH
NEE
NEM
NEOG
NG
NI
NKE
NLY
NOV
NTLA
NVAX
NXE
O
OBDC
OGN
OKE
OKLO
OMC
ON
ONON
ORC
ORLY
OWL
OXY
PAAS
PAGS
PINS
PL
POET
PPL
PRMB
PSKY
PTEN
PYPL
QXO
RBLX
RCAT
REPL
RF
RITM
ROIV
RPRX
RUN
S
SATL
SBET
SBUX
SEDG
SERV
SG
SHLS
SIRI
SLB
SO
SOC
SRPT
STLA
STM
STNE
STUB
SUNB
SVM
TDOC
TE
TECK
TEM
TFC
TGB
TLRY
TOST
TSCO
TTD
UA
UAA
UAL
UAMY
UCFI
UEC
UPS
UPST
USB
VFC
VG
VICI
VISN
VKTX
VLY
VSNT
VTRS
WEN
WFC
WMB
WY
XEL
XP
ZETA
ZIM
