ticker,name,primary_exchange,latest_close,latest_close_date,average_daily_volume,average_daily_dollar_volume,price_bucket,adv_dollar_bucket,recent_gap_frequency_proxy,recent_range_expansion_proxy,overnight_planning_suitability_score,include_in_working_universe,exclusion_reason
ONCH,1RT Acquisition Corp. Class A Ordinary Share,XNAS,10.15,2026-03-24,72249,736760,price_10_20,adv_below_5m,0.0161,0.002341,0.1278,False,adv_dollar_below_5m; adv_shares_below_300k
ONCO,"Onconetix, Inc. Common Stock",XNAS,2.8675,2026-03-24,65557,319892,below_5,adv_below_5m,0.7258,0.142177,0.507,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ONCY,"Oncolytics Biotech, Inc. Common Shares",XNAS,0.9235,2026-03-24,1292578,1309432,below_5,adv_below_5m,0.7097,0.077016,0.5224,False,close_below_5.0; adv_dollar_below_5m
ONEG,OneConstruction Group Limited Ordinary Shares,XNAS,2.09,2026-03-24,278716,765547,below_5,adv_below_5m,0.7742,0.201085,0.5775,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ONFO,Onfolio Holdings Inc. Common Stock,XNAS,0.6497,2026-03-24,174452,113958,below_5,adv_below_5m,0.7742,0.091873,0.4493,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ONIT,Onity Group Inc.,XNYS,37.35,2026-03-24,71787,3212610,price_20_40,adv_below_5m,0.6452,0.044132,0.469,False,adv_dollar_below_5m; adv_shares_below_300k
ONL,Orion Properties Inc.,XNYS,1.98,2026-03-24,281227,648577,below_5,adv_below_5m,0.5161,0.045362,0.3325,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ONMD,OneMedNet Corp Class A Common Stock,XNAS,0.8261,2026-03-24,3974288,3964911,below_5,adv_below_5m,0.871,0.119874,0.6826,False,close_below_5.0; adv_dollar_below_5m
ONTF,"ON24, Inc.",XNYS,8.1,2026-03-24,517945,4113441,price_5_10,adv_below_5m,0.0484,0.006584,0.2364,False,adv_dollar_below_5m
OOMA,"Ooma, Inc. Common Stock",XNYS,14.16,2026-03-24,203348,2565130,price_10_20,adv_below_5m,0.5484,0.03375,0.3745,False,adv_dollar_below_5m; adv_shares_below_300k
OPAD,Offerpad Solutions Inc.,XNYS,0.662,2026-03-24,3683153,6259366,below_5,adv_5m_20m,0.8548,0.089517,0.6804,False,close_below_5.0
OPAL,OPAL Fuels Inc. Class A Common Stock,XNAS,2.21,2026-03-24,292347,695054,below_5,adv_below_5m,0.5161,0.07568,0.4116,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
OPBK,OP Bancorp Common Stock,XNAS,13.21,2026-03-24,36207,497544,price_10_20,adv_below_5m,0.5645,0.027693,0.253,False,adv_dollar_below_5m; adv_shares_below_300k
OPFI,OppFi Inc.,XNYS,7.96,2026-03-24,506350,4784682,price_5_10,adv_below_5m,0.6129,0.036684,0.452,False,adv_dollar_below_5m
OPHC,"OptimumBank Holdings, Inc.",XASE,5.37,2026-03-24,30972,152966,price_5_10,adv_below_5m,0.4677,0.024197,0.142,False,adv_dollar_below_5m; adv_shares_below_300k
OPK,Opko Health Inc.,XNAS,1.13,2026-03-24,2996807,3756212,below_5,adv_below_5m,0.6452,0.037834,0.4545,False,close_below_5.0; adv_dollar_below_5m
OPRX,OptimizeRx Corporation Common Stock,XNAS,6.78,2026-03-24,399128,3606290,price_5_10,adv_below_5m,0.5806,0.074463,0.5292,False,adv_dollar_below_5m
OPTT,"Ocean Power Technologies, Inc.",XASE,0.3745,2026-03-24,14020710,6971695,below_5,adv_5m_20m,0.7581,0.100147,0.668,False,close_below_5.0
OPXS,"Optex Systems Holdings, INC",XNAS,12.92,2026-03-24,55125,761726,price_10_20,adv_below_5m,0.6129,0.064718,0.4325,False,adv_dollar_below_5m; adv_shares_below_300k
OPY,"Oppenheimer Holdings, Inc.",XNYS,86.35,2026-03-24,48024,4016958,price_80_200,adv_below_5m,0.5484,0.033872,0.4014,False,adv_dollar_below_5m; adv_shares_below_300k
ORBS,Eightco Holdings Inc. Common Stock,XNAS,1.2,2026-03-24,14433583,16202678,below_5,adv_5m_20m,0.871,0.118637,0.7738,False,close_below_5.0
ORGN,"Origin Materials, Inc. Common Stock",XNAS,3.24,2026-03-24,76635,379845,below_5,adv_below_5m,0.871,0.107446,0.5431,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ORGO,Organogenesis Holdings Inc. Class A Common Stock,XNAS,2.41,2026-03-24,794753,3136338,below_5,adv_below_5m,0.6774,0.053488,0.5083,False,close_below_5.0; adv_dollar_below_5m
ORIO,Orion Digital Corp. Common Shares,XNAS,0.95,2026-03-24,85365,97865,below_5,adv_below_5m,0.6909,0.071081,0.384,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ORIQ,Origin Investment Corp I Ordinary Shares,XNAS,10.19,2026-03-23,17200,174885,price_10_20,adv_below_5m,0.0,0.001143,0.0506,False,adv_dollar_below_5m; adv_shares_below_300k
ORIS,Oriental Rise Holdings Limited Ordinary Shares,XNAS,0.761,2026-03-24,898196,839859,below_5,adv_below_5m,0.8065,0.174848,0.5914,False,close_below_5.0; adv_dollar_below_5m
ORKT,Orangekloud Technology Inc. Class A Ordinary Shares,XNAS,1.01,2026-03-24,1038232,1307902,below_5,adv_below_5m,0.7903,0.120752,0.5953,False,close_below_5.0; adv_dollar_below_5m
ORMP,Oramed Pharmaceuticals Inc.,XNAS,3.42,2026-03-24,207286,708524,below_5,adv_below_5m,0.5968,0.055106,0.3976,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
ORN,"Orion Group Holdings, Inc",XNYS,11.37,2026-03-24,379452,4580978,price_10_20,adv_below_5m,0.6935,0.054808,0.5404,False,adv_dollar_below_5m
ORRF,Orrstown Financial Services Inc,XNAS,35.38,2026-03-24,241637,8758594,price_20_40,adv_5m_20m,0.4355,0.026634,0.3679,False,adv_shares_below_300k
OSG,"Octave Specialty Group, Inc.",XNYS,4.84,2026-03-24,663493,4020941,below_5,adv_below_5m,0.5161,0.045424,0.4371,False,close_below_5.0; adv_dollar_below_5m
OSIS,OSI Systems Inc,XNAS,285.27,2026-03-24,275502,75792572,price_200_500,adv_50m_100m,0.5323,0.044607,0.6217,False,adv_shares_below_300k
OSRH,"OSR Holdings, Inc. Common Stock",XNAS,0.4541,2026-03-24,1472342,951876,below_5,adv_below_5m,0.7903,0.1117,0.5714,False,close_below_5.0; adv_dollar_below_5m
OST,"Ostin Technology Group Co., Ltd. Class A Ordinary Shares",XNAS,1.695,2025-09-12,754208,15785876,below_5,adv_5m_20m,0.8387,0.39897,0.7856,False,close_below_5.0
OSTX,OS Therapies Incorporated,XASE,1.38,2026-03-24,562683,819510,below_5,adv_below_5m,0.7258,0.07241,0.4917,False,close_below_5.0; adv_dollar_below_5m
OTGA,OTG Acquisition Corp. I Class A Ordinary Share,XNAS,10.06,2026-03-24,47251,474669,price_10_20,adv_below_5m,0.0,0.001878,0.1014,False,adv_dollar_below_5m; adv_shares_below_300k
OTH,Off The Hook YS Inc.,XASE,2.38,2026-03-24,54163,133333,below_5,adv_below_5m,0.7742,0.092985,0.456,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
OTLK,"Outlook Therapeutics, Inc. Common Stock",XNAS,0.1981,2026-03-24,5579387,4131954,below_5,adv_below_5m,0.8548,0.106944,0.6733,False,close_below_5.0; adv_dollar_below_5m
OVBC,Ohio Valley Banc Corp,XNAS,41.97,2026-03-24,10749,449549,price_40_80,adv_below_5m,0.5484,0.024137,0.2189,False,adv_dollar_below_5m; adv_shares_below_300k
OVID,Ovid Therapeutics Inc. Common Stock,XNAS,2.42,2026-03-24,2496725,4976373,below_5,adv_below_5m,0.6774,0.076436,0.5892,False,close_below_5.0; adv_dollar_below_5m
OVLY,Oak Valley Bancorp,XNAS,31.91,2026-03-24,17912,573046,price_20_40,adv_below_5m,0.629,0.021415,0.2513,False,adv_dollar_below_5m; adv_shares_below_300k
OWLS,OBOOK Holdings Inc. Class A Common Shares,XNAS,5.75,2026-03-24,37240,227995,price_5_10,adv_below_5m,0.5645,0.04854,0.3113,False,adv_dollar_below_5m; adv_shares_below_300k
OWLT,"Owlet, Inc.",XNYS,5.24,2026-03-24,328805,3369901,price_5_10,adv_below_5m,0.6613,0.076758,0.5593,False,adv_dollar_below_5m
OXLCG,Oxford Lane Capital Corp. 7.95% Notes due 2032,XNAS,24.78,2026-03-24,9884,248385,price_20_40,adv_below_5m,0.0645,0.005753,0.0832,False,adv_dollar_below_5m; adv_shares_below_300k
OXLCI,Oxford Lane Capital Corp. 8.75% Notes due 2030,XNAS,25.201,2026-03-24,9045,232210,price_20_40,adv_below_5m,0.0484,0.004162,0.0783,False,adv_dollar_below_5m; adv_shares_below_300k
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,XNAS,23.7787,2026-03-24,4886,118004,price_20_40,adv_below_5m,0.1935,0.005519,0.0598,False,adv_dollar_below_5m; adv_shares_below_300k
OXLCO,"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029",XNAS,23.3299,2026-03-24,4853,114103,price_20_40,adv_below_5m,0.3387,0.005959,0.0699,False,adv_dollar_below_5m; adv_shares_below_300k
OXSQ,Oxford Square Capital Corp.,XNAS,1.71,2026-03-24,1352015,2440645,below_5,adv_below_5m,0.7097,0.030773,0.4165,False,close_below_5.0; adv_dollar_below_5m
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,XNAS,24.175,2026-03-24,1134,27281,price_20_40,adv_below_5m,0.2903,0.002353,0.0296,False,adv_dollar_below_5m; adv_shares_below_300k
OXSQH,Oxford Square Capital Corp. 7.75% Notes due 2030,XNAS,24.8,2026-03-24,6894,173732,price_20_40,adv_below_5m,0.2258,0.008794,0.0755,False,adv_dollar_below_5m; adv_shares_below_300k
OYSE,Oyster Enterprises II Acquisition Corp Class A Ordinary Shares,XNAS,10.17,2026-03-24,28358,286029,price_10_20,adv_below_5m,0.0968,0.001717,0.0818,False,adv_dollar_below_5m; adv_shares_below_300k
PACB,"Pacific Biosciences of California, Inc.",XNAS,1.39,2026-03-24,6927872,13079370,below_5,adv_5m_20m,0.7742,0.076741,0.6814,False,close_below_5.0
PACH,Pioneer Acquisition I Corp Class A Ordinary Shares,XNAS,10.15,2026-03-24,27942,282175,price_10_20,adv_below_5m,0.0,0.001332,0.0725,False,adv_dollar_below_5m; adv_shares_below_300k
PACK,Ranpak Holdings Corp.,XNYS,3.58,2026-03-24,492654,2370354,below_5,adv_below_5m,0.7903,0.057062,0.5386,False,close_below_5.0; adv_dollar_below_5m
PAG,"Penske Automotive Group, Inc.",XNYS,146.17,2026-03-24,298996,47487408,price_80_200,adv_20m_50m,0.4677,0.026596,0.4818,False,adv_shares_below_300k
PAHC,Phibro Animal Health Corporation Class A,XNAS,55.48,2026-03-24,265506,12500558,price_40_80,adv_5m_20m,0.5,0.042577,0.4917,False,adv_shares_below_300k
PAII,Pyrophyte Acquisition Corp. II,XNYS,10.16,2026-03-19,71891,727438,price_10_20,adv_below_5m,0.0484,0.002025,0.1286,False,adv_dollar_below_5m; adv_shares_below_300k
PAL,"Proficient Auto Logistics, Inc. Common Stock",XNAS,6.64,2026-03-24,249067,2059899,price_5_10,adv_below_5m,0.6452,0.062071,0.4954,False,adv_dollar_below_5m; adv_shares_below_300k
PALI,"Palisade Bio, Inc. Common Stock",XNAS,2.0,2026-03-24,4402612,8369954,below_5,adv_5m_20m,0.7419,0.081359,0.6496,False,close_below_5.0
PAMT,PAMT CORP Common Stock,XNAS,8.37,2026-03-24,25048,274767,price_5_10,adv_below_5m,0.7258,0.067384,0.4247,False,adv_dollar_below_5m; adv_shares_below_300k
PAPL,Pineapple Financial Inc.,XASE,0.721,2026-03-24,1662297,2369073,below_5,adv_below_5m,0.8065,0.131627,0.6399,False,close_below_5.0; adv_dollar_below_5m
PARK,"Park Dental Partners, Inc. Common Stock",XNAS,16.03,2026-03-24,49719,827556,price_10_20,adv_below_5m,0.7419,0.094528,0.5314,False,adv_dollar_below_5m; adv_shares_below_300k
PASG,"Passage Bio, Inc. Common Stock",XNAS,6.69,2026-03-24,56584,705561,price_5_10,adv_below_5m,0.871,0.114111,0.5807,False,adv_dollar_below_5m; adv_shares_below_300k
PAVS,Paranovus Entertainment Technology Ltd. Class A Ordinary Shares,XNAS,0.361,2026-03-24,10749924,5894244,below_5,adv_5m_20m,0.8871,0.193516,0.7287,False,close_below_5.0
PAYO,Payoneer Global Inc. Common Stock,XNAS,4.73,2026-03-24,4427297,23649822,below_5,adv_20m_50m,0.6613,0.046835,0.6092,False,close_below_5.0
PAYS,"Paysign, Inc. Common Stock",XNAS,3.77,2026-03-24,384675,1522588,below_5,adv_below_5m,0.5645,0.047381,0.4052,False,close_below_5.0; adv_dollar_below_5m
PBFS,"Pioneer Bancorp, Inc. Common Stock",XNAS,13.76,2026-03-24,12747,177009,price_10_20,adv_below_5m,0.5968,0.025056,0.2009,False,adv_dollar_below_5m; adv_shares_below_300k
PBHC,Pathfinder Bancorp Inc,XNAS,13.12,2026-03-24,3199,43831,price_10_20,adv_below_5m,0.6774,0.021318,0.1763,False,adv_dollar_below_5m; adv_shares_below_300k
PBM,Psyence Biomedical Ltd. Common Shares,XNAS,2.43,2026-03-24,296596,1266424,below_5,adv_below_5m,0.8548,0.147434,0.6243,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PBT,Permian Basin Royalty Trust,XNYS,22.54,2026-03-24,83354,1631860,price_20_40,adv_below_5m,0.3871,0.036045,0.3089,False,adv_dollar_below_5m; adv_shares_below_300k
PBYI,PUMA BIOTECHNOLOGY INC,XNAS,6.26,2026-03-24,418307,2692866,price_5_10,adv_below_5m,0.5,0.049035,0.4204,False,adv_dollar_below_5m
PC,Premium Catering (Holdings) Limited Ordinary Shares,XNAS,9.4,2025-10-16,327493,2862840,price_5_10,adv_below_5m,0.6774,0.118771,0.6032,False,adv_dollar_below_5m
PCAP,ProCap Acquisition Corp Class A Ordinary Shares,XNAS,10.18,2026-03-18,68640,698771,price_10_20,adv_below_5m,0.0,0.001294,0.1178,False,adv_dollar_below_5m; adv_shares_below_300k
PCB,PCB Bancorp Common Stock,XNAS,22.21,2026-03-24,23279,519535,price_20_40,adv_below_5m,0.5323,0.027584,0.2423,False,adv_dollar_below_5m; adv_shares_below_300k
PCSA,"Processa Pharmaceuticals, Inc. Common",XNAS,2.33,2026-03-24,83307,257484,below_5,adv_below_5m,0.8387,0.109728,0.5183,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PCSC,Perceptive Capital Solutions Corp Class A Ordinary Shares,XNAS,10.97,2026-03-24,71237,893246,price_10_20,adv_below_5m,0.7581,0.045767,0.4383,False,adv_dollar_below_5m; adv_shares_below_300k
PCYO,Pure Cycle Corporation,XNAS,10.02,2026-03-24,52665,574428,price_10_20,adv_below_5m,0.5645,0.031902,0.2868,False,adv_dollar_below_5m; adv_shares_below_300k
PDCC,Pearl Diver Credit Company Inc.,XNYS,9.75,2026-03-24,5598,71342,price_5_10,adv_below_5m,0.6452,0.021582,0.1763,False,adv_dollar_below_5m; adv_shares_below_300k
PDEX,Pro-Dex Inc New,XNAS,49.99,2026-03-24,27498,1167239,price_40_80,adv_below_5m,0.629,0.054403,0.438,False,adv_dollar_below_5m; adv_shares_below_300k
PDFS,PDF Solutions Inc,XNAS,34.53,2026-03-24,296508,9597954,price_20_40,adv_5m_20m,0.6452,0.047461,0.5487,False,adv_shares_below_300k
PDLB,"Ponce Financial Group, Inc. Common Stock",XNAS,16.67,2026-03-24,78975,1307712,price_10_20,adv_below_5m,0.4516,0.027468,0.2646,False,adv_dollar_below_5m; adv_shares_below_300k
PDS,Precision Drilling Corporation,XNYS,101.89,2026-03-24,125017,10765272,price_80_200,adv_5m_20m,0.5484,0.033938,0.4657,False,adv_shares_below_300k
PDSB,PDS Biotechnology Corporation Common Stock,XNAS,0.5501,2026-03-24,586269,484983,below_5,adv_below_5m,0.7097,0.084994,0.4806,False,close_below_5.0; adv_dollar_below_5m
PEBK,Peoples Bancorp of North Carol,XNAS,38.51,2026-03-24,20050,754474,price_20_40,adv_below_5m,0.5806,0.024307,0.2596,False,adv_dollar_below_5m; adv_shares_below_300k
PEBO,Peoples Bancorp Inc/OH,XNAS,32.15,2026-03-24,290529,9332929,price_20_40,adv_5m_20m,0.3871,0.022744,0.3382,False,adv_shares_below_300k
PED,PEDEVCO Corp.,XASE,16.17,2026-03-24,26812,391154,price_10_20,adv_below_5m,0.7742,0.074201,0.4723,False,adv_dollar_below_5m; adv_shares_below_300k
PELI,Pelican Acquisition Corporation Ordinary Shares,XNAS,9.33,2026-03-24,346185,3665158,price_5_10,adv_below_5m,0.2581,0.034774,0.3338,False,adv_dollar_below_5m
PEPG,PepGen Inc. Common Stock,XNAS,4.72,2026-03-24,702817,4047775,below_5,adv_below_5m,0.5645,0.093727,0.5583,False,close_below_5.0; adv_dollar_below_5m
PERF,Perfect Corp.,XNYS,1.68,2026-03-24,208916,348004,below_5,adv_below_5m,0.7581,0.051151,0.4057,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PERI,Perion Network Ltd.,XNAS,10.24,2026-03-24,374958,3378350,price_10_20,adv_below_5m,0.5323,0.030348,0.3646,False,adv_dollar_below_5m
PESI,"Perma-Fix Environmental Services, Inc.",XNAS,10.8,2026-03-24,133591,1836975,price_10_20,adv_below_5m,0.5806,0.054221,0.4424,False,adv_dollar_below_5m; adv_shares_below_300k
PETS,"PetMed Express, Inc.",XNAS,2.28,2026-03-24,168377,527644,below_5,adv_below_5m,0.4355,0.048055,0.3035,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PFAI,Pinnacle Food Group Limited Class A Common Shares,XNAS,2.44,2026-03-24,15066,34635,below_5,adv_below_5m,0.9032,0.072037,0.427,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PFBC,Preferred Bank,XNAS,89.31,2026-03-24,107060,9683032,price_80_200,adv_5m_20m,0.4677,0.028761,0.398,False,adv_shares_below_300k
PFIS,Peoples Financial Services Corp.,XNAS,53.31,2026-03-24,30693,1618008,price_40_80,adv_below_5m,0.5968,0.029641,0.3435,False,adv_dollar_below_5m; adv_shares_below_300k
PFSA,"Profusa, Inc. Common Stock",XNAS,0.532,2026-03-24,598857,2809901,below_5,adv_below_5m,0.871,0.173339,0.6782,False,close_below_5.0; adv_dollar_below_5m
PFX,PhenixFIN Corporation Common Stock,XNAS,40.0,2026-03-24,3264,144297,price_40_80,adv_below_5m,0.7419,0.026589,0.2542,False,adv_dollar_below_5m; adv_shares_below_300k
PGAC,Pantages Capital Acquisition Corporation Class A Ordinary Shares,XNAS,10.49,2026-03-24,17916,186841,price_10_20,adv_below_5m,0.0,0.00126,0.055,False,adv_dollar_below_5m; adv_shares_below_300k
PGC,Peapack-Gladstone Financial Corp,XNAS,34.98,2026-03-24,129040,4188008,price_20_40,adv_below_5m,0.5,0.032928,0.3826,False,adv_dollar_below_5m; adv_shares_below_300k
PGEN,"Precigen, Inc. Common Stock",XNAS,3.13,2026-03-24,4082901,17128788,below_5,adv_5m_20m,0.7097,0.073784,0.6756,False,close_below_5.0
PH,Parker-Hannifin Corporation,XNYS,924.58,2026-03-24,696542,658827039,price_500_plus,adv_100m_plus,0.4194,0.021959,0.5594,False,close_above_500.0
PHGE,BiomX Inc.,XASE,4.86,2026-03-24,985698,5907480,below_5,adv_5m_20m,0.7419,0.155565,0.68,False,close_below_5.0
PHIO,Phio Pharmaceuticals Corp. Common Stock,XNAS,1.22,2026-03-24,3734582,4446689,below_5,adv_below_5m,0.7581,0.083787,0.619,False,close_below_5.0; adv_dollar_below_5m
PHOE,Phoenix Asia Holdings Limited Ordinary Shares,XNAS,15.5,2026-03-24,68602,1330168,price_10_20,adv_below_5m,0.9194,0.202446,0.6449,False,adv_dollar_below_5m; adv_shares_below_300k
PHUN,"Phunware, Inc. Common Stock",XNAS,1.87,2026-03-24,165398,301026,below_5,adv_below_5m,0.8065,0.050935,0.4153,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PHVS,Pharvaris N.V. Ordinary Shares,XNAS,25.34,2026-03-24,161093,4273762,price_20_40,adv_below_5m,0.5323,0.051641,0.4666,False,adv_dollar_below_5m; adv_shares_below_300k
PIII,P3 Health Partners Inc. Common Stock,XNAS,2.97,2026-03-24,83654,224622,below_5,adv_below_5m,0.7742,0.1393,0.5072,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PINE,"Alpine Income Property Trust, Inc",XNYS,18.45,2026-03-24,186694,3497339,price_10_20,adv_below_5m,0.3548,0.024571,0.2802,False,adv_dollar_below_5m; adv_shares_below_300k
PKBK,Parke Bancorp Inc.,XNAS,28.31,2026-03-24,83200,2267302,price_20_40,adv_below_5m,0.5323,0.027295,0.3233,False,adv_dollar_below_5m; adv_shares_below_300k
PKE,Park Aerospace Corp. Common Stock,XNYS,28.25,2026-03-24,283418,7193130,price_20_40,adv_5m_20m,0.5161,0.048196,0.4819,False,adv_shares_below_300k
PKOH,Park-Ohio Holdings Corp,XNAS,24.37,2026-03-24,28211,687049,price_20_40,adv_below_5m,0.7097,0.043323,0.3997,False,adv_dollar_below_5m; adv_shares_below_300k
PLAG,Planet Green Holdings Corp.,XASE,1.72,2026-03-24,152891,425463,below_5,adv_below_5m,0.7903,0.162538,0.5477,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PLBC,Plumas Bancorp,XNAS,48.88,2026-03-24,27953,1393506,price_40_80,adv_below_5m,0.5484,0.024614,0.2819,False,adv_dollar_below_5m; adv_shares_below_300k
PLBL,Polibeli Group Ltd Class A Ordinary Shares,XNAS,8.75,2026-03-24,6552,63258,price_5_10,adv_below_5m,0.9194,0.063147,0.4198,False,adv_dollar_below_5m; adv_shares_below_300k
PLBY,"Playboy, Inc. Common Stock",XNAS,1.72,2026-03-24,1105506,2232034,below_5,adv_below_5m,0.7581,0.072324,0.5595,False,close_below_5.0; adv_dollar_below_5m
PLCE,"Children's Place, Inc.",XNAS,3.5,2026-03-24,328570,1357989,below_5,adv_below_5m,0.5806,0.056984,0.4324,False,close_below_5.0; adv_dollar_below_5m
PLG,Platinum Group Metals LTD.,XASE,1.7,2026-03-24,4006560,10755952,below_5,adv_5m_20m,0.8548,0.082697,0.7066,False,close_below_5.0
PLMK,Plum Acquisition Corp. IV Class A Ordinary Shares,XNAS,10.55,2026-03-24,79974,840467,price_10_20,adv_below_5m,0.0161,0.002655,0.137,False,adv_dollar_below_5m; adv_shares_below_300k
PLPC,Preformed Line Products Co,XNAS,276.39,2026-03-24,123051,31059318,price_200_500,adv_20m_50m,0.5161,0.048453,0.5744,False,adv_shares_below_300k
PLRX,"Pliant Therapeutics, Inc. Common Stock",XNAS,1.28,2026-03-24,787839,991731,below_5,adv_below_5m,0.6129,0.050498,0.4118,False,close_below_5.0; adv_dollar_below_5m
PLSM,Pulsenmore Ltd. Ordinary Shares,XNAS,3.99,2026-03-24,10944,58932,below_5,adv_below_5m,0.8049,0.088561,0.436,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PLTK,Playtika Holding Corp. Common Stock,XNAS,2.87,2026-03-24,1765214,5760635,below_5,adv_5m_20m,0.5806,0.045415,0.4846,False,close_below_5.0
PLUG,Plug Power Inc.,XNAS,2.29,2026-03-24,94350599,204346064,below_5,adv_100m_plus,0.7903,0.077423,0.8452,False,close_below_5.0
PLUS,ePlus Inc,XNAS,76.78,2026-03-24,166472,13695845,price_40_80,adv_5m_20m,0.5161,0.033835,0.4661,False,adv_shares_below_300k
PLUT,Plutus Financial Group Limited Ordinary Shares,XNAS,3.18,2026-03-23,9053,29232,below_5,adv_below_5m,0.7581,0.03757,0.2855,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PLX,"Protalix BioTherapeutics, Inc. Common Stock",XASE,2.07,2026-03-24,1253212,3189522,below_5,adv_below_5m,0.4839,0.053397,0.4357,False,close_below_5.0; adv_dollar_below_5m
PMAX,Powell Max Limited Class A Ordinary Shares,XNAS,0.4079,2026-03-24,1389228,1369178,below_5,adv_below_5m,0.8387,0.121049,0.6136,False,close_below_5.0; adv_dollar_below_5m
PMCB,"PharmaCyte Biotech, Inc. Common Stock",XNAS,0.78,2026-03-24,267778,215947,below_5,adv_below_5m,0.7258,0.096909,0.4632,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PMEC,Primech Holdings Ltd. Ordinary Shares,XNAS,0.7059,2026-03-24,104681,74763,below_5,adv_below_5m,0.7581,0.093908,0.4355,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PMI,"Picard Medical, Inc.",XASE,0.99,2026-03-24,773136,1218620,below_5,adv_below_5m,0.8548,0.10355,0.6,False,close_below_5.0; adv_dollar_below_5m
PMN,ProMIS Neurosciences Inc. Common Shares (ON),XNAS,17.43,2026-03-24,168558,2488242,price_10_20,adv_below_5m,0.7258,0.106877,0.6012,False,adv_dollar_below_5m; adv_shares_below_300k
PMNT,Perfect Moment Ltd.,XASE,0.207,2026-03-24,710306,176716,below_5,adv_below_5m,0.7258,0.089865,0.4457,False,close_below_5.0; adv_dollar_below_5m
PMTS,CPI Card Group Inc. Common Stock,XNAS,14.13,2026-03-24,57783,822591,price_10_20,adv_below_5m,0.5806,0.055145,0.3992,False,adv_dollar_below_5m; adv_shares_below_300k
PMVP,"PMV Pharmaceuticals, Inc",XNAS,1.39,2026-03-24,562646,842815,below_5,adv_below_5m,0.8226,0.057261,0.4911,False,close_below_5.0; adv_dollar_below_5m
PN,Skycorp Solar Group Limited Ordinary Shares,XNAS,0.7001,2026-03-24,729301,509956,below_5,adv_below_5m,0.7903,0.158299,0.5555,False,close_below_5.0; adv_dollar_below_5m
PNBK,Patriot National Bancorp Inc,XNAS,1.44,2026-03-24,304843,442465,below_5,adv_below_5m,0.7742,0.064029,0.4562,False,close_below_5.0; adv_dollar_below_5m
PNNT,Pennant Investment Corp,XNYS,4.59,2026-03-24,763124,4085467,below_5,adv_below_5m,0.4194,0.026432,0.3138,False,close_below_5.0; adv_dollar_below_5m
PNRG,PrimeEnergy Resources Corporation Common Stock,XNAS,224.64,2026-03-24,54242,10133500,price_200_500,adv_5m_20m,0.7097,0.048302,0.5776,False,adv_shares_below_300k
PNTG,"The Pennant Group, Inc. Common Stock",XNAS,31.02,2026-03-24,283798,8753498,price_20_40,adv_5m_20m,0.3226,0.040817,0.4187,False,adv_shares_below_300k
POAS,Phaos Technology Holdings (Cayman) Limited,XASE,1.57,2026-03-24,1162865,4065196,below_5,adv_below_5m,0.8226,0.217726,0.6901,False,close_below_5.0; adv_dollar_below_5m
POCI,"Precision Optics Corporation, Inc. Common Stock",XNAS,4.28,2026-03-24,21028,102737,below_5,adv_below_5m,0.7419,0.065977,0.3898,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
PODC,"PodcastOne, Inc. Common Stock",XNAS,2.31,2026-03-24,131170,349874,below_5,adv_below_5m,0.7419,0.093566,0.4853,False,close_below_5.0; adv_dollar_below_5m; adv_shares_below_300k
POLA,"Polar Power, Inc. Common Stock",XNAS,1.75,2026-03-24,1977379,4491439,below_5,adv_below_5m,0.8871,0.120104,0.6933,False,close_below_5.0; adv_dollar_below_5m
POLE,Andretti Acquisition Corp. II Class A Ordinary Shares,XNAS,10.63,2026-03-24,36031,381697,price_10_20,adv_below_5m,0.0,0.001655,0.089,False,adv_dollar_below_5m; adv_shares_below_300k
POWL,Powell Industries Inc,XNAS,560.46,2026-03-24,257712,123504470,price_500_plus,adv_100m_plus,0.7258,0.056092,0.7533,False,close_above_500.0; adv_shares_below_300k
