ticker,name,primary_exchange,latest_close,latest_close_date,average_daily_volume,average_daily_dollar_volume,price_bucket,adv_dollar_bucket,recent_gap_frequency_proxy,recent_range_expansion_proxy,overnight_planning_suitability_score,include_in_working_universe,exclusion_reason
ASTS,"AST SpaceMobile, Inc. Class A Common Stock",XNAS,86.98,2026-03-24,15233374,1433416423,price_80_200,adv_100m_plus,0.871,0.096438,0.9453,True,
AXTI,AXT Inc,XNAS,68.44,2026-03-24,8398368,272908720,price_40_80,adv_100m_plus,0.9032,0.141563,0.9422,True,
APLD,Applied Digital Corporation Common Stock,XNAS,26.79,2026-03-24,26890633,876905039,price_20_40,adv_100m_plus,0.871,0.08743,0.9284,True,
CRML,Critical Metals Corp. Ordinary Shares,XNAS,7.99,2026-03-24,15848098,218558844,price_5_10,adv_100m_plus,0.9032,0.123496,0.9255,True,
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,XNAS,33.22,2026-03-24,5481469,203803930,price_20_40,adv_100m_plus,0.9194,0.124724,0.9243,True,
IREN,IREN Limited Ordinary Shares,XNAS,41.12,2026-03-24,37531934,1737645697,price_40_80,adv_100m_plus,0.8226,0.088358,0.924,True,
AAOI,"Applied Optoelectronics, Inc.",XNAS,113.9,2026-03-24,7874907,575487016,price_80_200,adv_100m_plus,0.7903,0.113881,0.923,True,
BNAI,Brand Engagement Network Inc. Common Stock,XNAS,37.01,2026-03-24,9051943,133489693,price_20_40,adv_100m_plus,0.9516,0.215758,0.9228,True,
BATL,Battalion Oil Corporation,XASE,9.14,2026-03-24,13384458,142351830,price_5_10,adv_100m_plus,0.9032,0.194926,0.9215,True,
BE,Bloom Energy Corporation,XNYS,145.88,2026-03-24,11046964,1584432826,price_80_200,adv_100m_plus,0.7903,0.091347,0.9167,True,
OKLO,Oklo Inc.,XNYS,54.96,2026-03-24,10331827,803762298,price_40_80,adv_100m_plus,0.9032,0.076568,0.9147,True,
RKLB,Rocket Lab Corporation Common Stock,XNAS,66.07,2026-03-24,22601700,1741245333,price_40_80,adv_100m_plus,0.8226,0.078486,0.9088,True,
CRWV,"CoreWeave, Inc. Class A Common Stock",XNAS,83.02,2026-03-24,25202434,2206824821,price_80_200,adv_100m_plus,0.8387,0.073744,0.9068,True,
WDC,Western Digital Corp.,XNAS,301.05,2026-03-24,9497218,2444019683,price_200_500,adv_100m_plus,0.8548,0.070143,0.9054,True,
ONDS,Ondas Inc. Common Stock,XNAS,10.68,2026-03-24,95208777,1051019425,price_10_20,adv_100m_plus,0.7097,0.106621,0.9013,True,
IBRX,"ImmunityBio, Inc. Common Stock",XNAS,7.415,2026-03-24,37170501,261236950,price_5_10,adv_100m_plus,0.7903,0.114252,0.8998,True,
RCAT,"Red Cat Holdings, Inc. Common Stock",XNAS,16.08,2026-03-24,15819583,219290946,price_10_20,adv_100m_plus,0.8065,0.118304,0.8996,True,
HL,Hecla Mining Company,XNYS,17.93,2026-03-24,24404719,565898490,price_10_20,adv_100m_plus,0.9194,0.070015,0.8973,True,
UAMY,United States Antimony Corporation,XNYS,9.28,2026-03-24,14632920,126329491,price_5_10,adv_100m_plus,0.8871,0.122961,0.8966,True,
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,XNAS,100.3,2026-03-24,6827290,834908577,price_80_200,adv_100m_plus,0.8226,0.076532,0.8964,True,
QBTS,D-Wave Quantum Inc.,XNYS,15.93,2026-03-24,30890934,728090175,price_10_20,adv_100m_plus,0.8065,0.07905,0.8951,True,
AG,FIRST MAJESTIC SILVER CORP,XNYS,20.1,2026-03-24,25368692,578526009,price_20_40,adv_100m_plus,0.9032,0.068293,0.8925,True,
NBIS,Nebius Group N.V. Class A Ordinary Shares,XNAS,114.91,2026-03-24,14226262,1438352810,price_80_200,adv_100m_plus,0.8065,0.071867,0.8901,True,
CDE,"Coeur Mining, Inc.",XNYS,18.31,2026-03-24,27424235,588062449,price_10_20,adv_100m_plus,0.9355,0.065346,0.8885,True,
CLSK,CLEANSPARK INC,XNAS,9.58,2026-03-24,25165530,279571982,price_5_10,adv_100m_plus,0.871,0.078887,0.8866,True,
EOSE,"Eos Energy Enterprises, Inc. Class A Common Stock",XNAS,5.09,2026-03-24,22375141,242437728,price_5_10,adv_100m_plus,0.8226,0.091184,0.8856,True,
CRCL,"Circle Internet Group, Inc.",XNYS,101.17,2026-03-24,15114469,1348063506,price_80_200,adv_100m_plus,0.8065,0.069563,0.8846,True,
ALAB,"Astera Labs, Inc. Common Stock",XNAS,121.76,2026-03-24,4996691,735080152,price_80_200,adv_100m_plus,0.8065,0.071049,0.8806,True,
TE,T1 Energy Inc.,XNYS,6.61,2026-03-24,18657721,140186480,price_5_10,adv_100m_plus,0.8226,0.111533,0.879,True,
RGTI,"Rigetti Computing, Inc. Common Stock",XNAS,15.6,2026-03-24,30380146,608695619,price_10_20,adv_100m_plus,0.7903,0.075251,0.8787,True,
IONQ,"IonQ, Inc.",XNYS,32.7,2026-03-24,20867791,837125250,price_20_40,adv_100m_plus,0.7742,0.074228,0.8769,True,
WULF,TeraWulf Inc. Common Stock,XNAS,16.22,2026-03-24,29704771,440140267,price_10_20,adv_100m_plus,0.7742,0.083422,0.8767,True,
HIMS,"Hims & Hers Health, Inc.",XNYS,21.34,2026-03-24,32321044,739048644,price_20_40,adv_100m_plus,0.7742,0.074642,0.8763,True,
PL,Planet Labs PBC,XNYS,31.83,2026-03-24,13073766,336644247,price_20_40,adv_100m_plus,0.7903,0.083979,0.8761,True,
SOC,Sable Offshore Corp.,XNYS,16.81,2026-03-24,8170078,92662709,price_10_20,adv_50m_100m,0.8548,0.123241,0.8759,True,
HUT,Hut 8 Corp. Common Stock,XNAS,53.25,2026-03-24,5094181,276174776,price_40_80,adv_100m_plus,0.7903,0.084478,0.8702,True,
AVAV,"AeroVironment, Inc.",XNAS,196.18,2026-03-24,1824431,478192701,price_80_200,adv_100m_plus,0.7903,0.072976,0.8678,True,
RIOT,"Riot Platforms, Inc. Common Stock",XNAS,14.33,2026-03-24,18297920,283572562,price_10_20,adv_100m_plus,0.8387,0.072687,0.8676,True,
NVTS,Navitas Semiconductor Corporation Common Stock,XNAS,9.28,2026-03-24,22177869,209020111,price_5_10,adv_100m_plus,0.8226,0.084178,0.8674,True,
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),XNAS,424.96,2026-03-24,4011356,1533133766,price_200_500,adv_100m_plus,0.8065,0.061402,0.867,True,
FLNC,"Fluence Energy, Inc. Class A Common Stock",XNAS,16.15,2026-03-24,5246855,110225843,price_10_20,adv_100m_plus,0.9032,0.086568,0.86,True,
KTOS,"Kratos Defense & Security Solutions, Inc.",XNAS,77.49,2026-03-24,4129021,401273859,price_40_80,adv_100m_plus,0.7903,0.069735,0.8564,True,
MP,MP Materials Corp.,XNYS,53.29,2026-03-24,7381358,449139509,price_40_80,adv_100m_plus,0.8226,0.063584,0.8555,True,
SMX,SMX (Security Matters) Public Limited Company Ordinary Shares,XNAS,8.84,2026-03-24,526281,41608516,price_5_10,adv_20m_50m,0.9032,0.257644,0.8548,True,
EXK,Endeavour Silver Corp.,XNYS,8.97,2026-03-24,14229692,161537431,price_5_10,adv_100m_plus,0.9677,0.069958,0.8522,True,
OPEN,Opendoor Technologies Inc Common Stock,XNAS,5.18,2026-03-24,51531268,289965422,price_5_10,adv_100m_plus,0.8065,0.068737,0.8504,True,
MARA,"MARA Holdings, Inc. Common Stock",XNAS,8.25,2026-03-24,44896876,409063701,price_5_10,adv_100m_plus,0.7419,0.074705,0.8504,True,
UEC,Uranium Energy Corp.,XASE,13.19,2026-03-24,10583897,164196312,price_10_20,adv_100m_plus,0.8548,0.074431,0.8494,True,
FPS,"Forgent Power Solutions, Inc.",XNYS,35.78,2026-03-24,3924905,128102492,price_20_40,adv_100m_plus,0.8125,0.0854,0.8451,True,
APP,Applovin Corporation Class A Common Stock,XNAS,435.91,2026-03-24,5851158,2848105831,price_200_500,adv_100m_plus,0.7097,0.063216,0.8433,True,
AMPX,"Amprius Technologies, Inc.",XNYS,17.76,2026-03-24,8611379,111745532,price_10_20,adv_100m_plus,0.8226,0.086866,0.8431,True,
INTC,Intel Corp,XNAS,44.06,2026-03-24,101958704,4687900450,price_40_80,adv_100m_plus,0.7903,0.052358,0.8422,True,
PAAS,Pan American Silver Corp.,XNYS,49.87,2026-03-24,8683068,498313819,price_40_80,adv_100m_plus,0.8871,0.049873,0.8396,True,
FLY,Firefly Aerospace Inc. Common Stock,XNAS,23.73,2026-03-24,3807316,93666087,price_20_40,adv_50m_100m,0.7903,0.099866,0.8393,True,
CLS,"Celestica, Inc.",XNYS,301.52,2026-03-24,2455042,722486120,price_200_500,adv_100m_plus,0.7419,0.062342,0.8381,True,
UMAC,"Unusual Machines, Inc.",XASE,15.09,2026-03-24,4164399,66218880,price_10_20,adv_50m_100m,0.8065,0.1173,0.8379,True,
FJET,"Starfighters Space, Inc.",XASE,6.64,2026-03-24,3037153,48915895,price_5_10,adv_20m_50m,0.8065,0.176381,0.8364,True,
AA,Alcoa Corporation,XNYS,56.68,2026-03-24,7532289,458681948,price_40_80,adv_100m_plus,0.8548,0.05186,0.8361,True,
GLXY,Galaxy Digital Inc. Class A Common Stock,XNAS,21.3,2026-03-24,6267838,153595835,price_20_40,adv_100m_plus,0.8387,0.070923,0.8359,True,
HOOD,"Robinhood Markets, Inc. Class A Common Stock",XNAS,69.08,2026-03-24,27937628,2469434012,price_40_80,adv_100m_plus,0.8065,0.048604,0.8357,True,
TTMI,TTM Technologies Inc,XNAS,106.99,2026-03-24,2454648,232336182,price_80_200,adv_100m_plus,0.7742,0.070012,0.8331,True,
CIEN,Ciena Corporation,XNYS,429.38,2026-03-24,3283512,968169081,price_200_500,adv_100m_plus,0.6613,0.06862,0.8312,True,
VG,"Venture Global, Inc.",XNYS,16.6,2026-03-24,19322815,220059305,price_10_20,adv_100m_plus,0.7581,0.073426,0.8311,True,
ALOY,REalloys Inc. Common Stock,XNAS,10.79,2026-03-24,1796109,28446545,price_10_20,adv_20m_50m,0.9474,0.185827,0.8309,True,
MRNA,"Moderna, Inc. Common Stock",XNAS,51.34,2026-03-24,11233551,504962928,price_40_80,adv_100m_plus,0.7097,0.066712,0.8304,True,
SHOP,Shopify Inc. Class A subordinate voting shares,XNAS,116.15,2026-03-24,11139792,1433107101,price_80_200,adv_100m_plus,0.7742,0.051916,0.8304,True,
RDDT,"Reddit, Inc.",XNYS,136.12,2026-03-24,5288789,902848864,price_80_200,adv_100m_plus,0.7419,0.057762,0.8297,True,
QMMM,QMMM Holdings Limited Class A Ordinary Shares,XNAS,119.4,2025-09-26,4469597,74080593,price_80_200,adv_50m_100m,0.6935,0.206715,0.8279,True,
ASST,"Strive, Inc. Class A Common Stock",XNAS,9.93,2026-03-24,4595361,62505281,price_5_10,adv_50m_100m,0.8387,0.097336,0.8279,True,
SEI,"Solaris Energy Infrastructure, Inc.",XNYS,61.0,2026-03-24,2782397,150010312,price_40_80,adv_100m_plus,0.7903,0.075806,0.8278,True,
SGML,Sigma Lithium Corporation Common Shares,XNAS,10.68,2026-03-24,3989423,53712054,price_10_20,adv_50m_100m,0.9355,0.091397,0.8268,True,
COIN,"Coinbase Global, Inc. Class A Common Stock",XNAS,181.04,2026-03-24,11937517,2329697473,price_80_200,adv_100m_plus,0.7419,0.052874,0.8249,True,
TEM,"Tempus AI, Inc. Class A Common Stock",XNAS,48.83,2026-03-24,5290038,310151774,price_40_80,adv_100m_plus,0.8387,0.053056,0.8236,True,
ALM,Almonty Industries Inc. Common Shares,XNAS,14.725,2026-03-24,5005278,73063138,price_10_20,adv_50m_100m,0.871,0.079957,0.8222,True,
RH,RH,XNYS,128.78,2026-03-24,1054515,193392555,price_80_200,adv_100m_plus,0.8548,0.057814,0.8209,True,
CVNA,Carvana Co.,XNYS,300.97,2026-03-24,3767431,1423995306,price_200_500,adv_100m_plus,0.6774,0.059563,0.8202,True,
FIG,"Figma, Inc.",XNYS,21.87,2026-03-24,13350760,361149570,price_20_40,adv_100m_plus,0.7097,0.066524,0.8201,True,
SEDG,"SolarEdge Technologies, Inc.",XNAS,47.67,2026-03-24,3250754,119975616,price_40_80,adv_100m_plus,0.8065,0.073374,0.8185,True,
LMND,"Lemonade, Inc.",XNYS,65.47,2026-03-24,2581907,180015813,price_40_80,adv_100m_plus,0.7742,0.068801,0.8183,True,
POET,POET Technologies Inc. Common Shares,XNAS,5.74,2026-03-24,8826590,59476029,price_5_10,adv_50m_100m,0.871,0.086138,0.8176,True,
RUN,Sunrun Inc,XNAS,12.75,2026-03-24,9427234,154768690,price_10_20,adv_100m_plus,0.7581,0.074906,0.8166,True,
SMCI,"Super Micro Computer, Inc. Common Stock",XNAS,22.23,2026-03-24,34790525,1020963998,price_20_40,adv_100m_plus,0.7419,0.052228,0.8165,True,
QUBT,Quantum Computing Inc. Common,XNAS,7.45,2026-03-24,14114243,140196591,price_5_10,adv_100m_plus,0.7742,0.073809,0.8163,True,
JOBY,"Joby Aviation, Inc.",XNYS,8.99,2026-03-24,26312296,306948642,price_5_10,adv_100m_plus,0.7581,0.059974,0.815,True,
SOUN,"SoundHound AI, Inc. Class A Common Stock",XNAS,6.36,2026-03-24,26473850,238197520,price_5_10,adv_100m_plus,0.7742,0.061691,0.815,True,
VELO,"Velo3D, Inc. Common stock",XNAS,13.52,2026-03-24,2097476,29479067,price_10_20,adv_20m_50m,0.8387,0.162495,0.8145,True,
AFRM,"Affirm Holdings, Inc. Class A Common Stock",XNAS,44.79,2026-03-24,6285493,368688700,price_40_80,adv_100m_plus,0.7742,0.055555,0.814,True,
MKSI,MKS Inc. Common Stock,XNAS,243.56,2026-03-24,1438559,328286516,price_200_500,adv_100m_plus,0.8548,0.047681,0.814,True,
KRMN,Karman Holdings Inc.,XNYS,101.84,2026-03-24,2045971,193432524,price_80_200,adv_100m_plus,0.7581,0.068145,0.8137,True,
NEM,Newmont Corporation,XNYS,99.02,2026-03-24,10328464,1178698572,price_80_200,adv_100m_plus,0.9194,0.037545,0.8132,True,
SATL,Satellogic Inc. Class A Ordinary Shares,XNAS,5.38,2026-03-24,9110002,35292643,price_5_10,adv_20m_50m,0.8387,0.123616,0.813,True,
USAS,Americas Gold and Silver Corporation,XASE,5.81,2026-03-24,7419847,54441772,price_5_10,adv_50m_100m,0.9032,0.082864,0.8129,True,
TSEM,Tower Semiconductor Ltd,XNAS,180.82,2026-03-24,2255128,305729482,price_80_200,adv_100m_plus,0.7258,0.063603,0.8124,True,
INFQ,"Infleqtion, Inc.",XNYS,10.25,2026-03-24,3267895,39149796,price_10_20,adv_20m_50m,0.88,0.099191,0.8114,True,
KGC,Kinross Gold Corporation,XNYS,27.92,2026-03-24,11385256,374451831,price_20_40,adv_100m_plus,0.9032,0.04359,0.8112,True,
SITM,SiTime Corporation Common Stock,XNAS,354.35,2026-03-24,390947,142941515,price_200_500,adv_100m_plus,0.7903,0.067369,0.8094,True,
FCX,Freeport-McMoran Inc.,XNYS,56.48,2026-03-24,20335122,1220981854,price_40_80,adv_100m_plus,0.871,0.037886,0.8086,True,
METC,"Ramaco Resources, Inc. Class A Common Stock",XNAS,14.29,2026-03-24,2733189,51619385,price_10_20,adv_50m_100m,0.8387,0.091146,0.8085,True,
FRMI,Fermi Inc. Common Stock,XNAS,7.46,2026-03-24,6927062,62349398,price_5_10,adv_50m_100m,0.8065,0.089628,0.808,True,
ALB,Albemarle Corporation,XNYS,177.06,2026-03-24,2817161,474406282,price_80_200,adv_100m_plus,0.8065,0.047029,0.8076,True,
EQX,Equinox Gold Corp.,XASE,12.58,2026-03-24,10061090,153647971,price_10_20,adv_100m_plus,0.8871,0.054534,0.807,True,
DELL,Dell Technologies Inc.,XNYS,176.91,2026-03-24,8110161,1073486086,price_80_200,adv_100m_plus,0.8226,0.041286,0.8069,True,
AEVA,"Aeva Technologies, Inc.",XNAS,15.46,2026-03-24,2677295,42695207,price_10_20,adv_20m_50m,0.8548,0.093369,0.8057,True,
IAG,IAMGold Corporation,XNYS,17.02,2026-03-24,8649009,170603427,price_10_20,adv_100m_plus,0.8871,0.051669,0.8045,True,
RMBS,Rambus Inc,XNAS,92.69,2026-03-24,2267280,232233314,price_80_200,adv_100m_plus,0.7581,0.059551,0.8029,True,
ANNA,"AleAnna, Inc. Class A Common Stock",XNAS,7.68,2026-03-24,3156092,21922588,price_5_10,adv_20m_50m,0.9194,0.128948,0.8023,True,
RBLX,Roblox Corporation,XNYS,55.0,2026-03-24,11388524,793765206,price_40_80,adv_100m_plus,0.6935,0.053132,0.8015,True,
SCCO,Southern Copper Corporation,XNYS,159.88,2026-03-24,2105443,388363358,price_80_200,adv_100m_plus,0.8387,0.04384,0.8011,True,
RKT,"Rocket Companies, Inc.",XNYS,14.17,2026-03-24,29600757,557457301,price_10_20,adv_100m_plus,0.7581,0.0486,0.8001,True,
ASM,Avino Silver & Gold Mines Ltd. (Canada),XASE,5.97,2026-03-24,6756296,55134727,price_5_10,adv_50m_100m,0.8548,0.078992,0.7999,True,
AEM,Agnico Eagle Mines Ltd.,XNYS,183.49,2026-03-24,2814552,574643676,price_80_200,adv_100m_plus,0.8548,0.039399,0.799,True,
MRLN,"Merlin, Inc. Common Stock",XNAS,12.32,2026-03-24,1492246,15519950,price_10_20,adv_5m_20m,1.0,0.227241,0.7989,True,
TEAM,Atlassian Corporation Class A Common Stock,XNAS,68.17,2026-03-24,5875840,570337118,price_40_80,adv_100m_plus,0.6613,0.058279,0.7975,True,
BKSY,BlackSky Technology Inc.,XNYS,25.43,2026-03-24,1476909,34827386,price_20_40,adv_20m_50m,0.8387,0.102005,0.7964,True,
CLF,Cleveland-Cliffs Inc.,XNYS,8.31,2026-03-24,17886676,207856083,price_5_10,adv_100m_plus,0.8065,0.053094,0.7961,True,
SERV,Serve Robotics Inc. Common Stock,XNAS,9.22,2026-03-24,5666663,65911281,price_5_10,adv_50m_100m,0.8387,0.072981,0.7957,True,
DOCN,"DigitalOcean Holdings, Inc.",XNYS,84.92,2026-03-24,3098710,192635315,price_80_200,adv_100m_plus,0.7097,0.06671,0.7954,True,
UCTT,"Ultra Clean Holdings, Inc.",XNAS,65.27,2026-03-24,1336004,70499059,price_40_80,adv_50m_100m,0.8548,0.068404,0.7952,True,
MOD,Modine Manufacturing Co,XNYS,228.58,2026-03-24,1364691,245698736,price_200_500,adv_100m_plus,0.7419,0.05772,0.795,True,
HUBS,"HUBSPOT, INC.",XNYS,237.94,2026-03-24,1610859,438377446,price_200_500,adv_100m_plus,0.6774,0.058194,0.7947,True,
FTAI,FTAI Aviation Ltd. Common Stock,XNAS,247.07,2026-03-24,1810384,476604061,price_200_500,adv_100m_plus,0.6935,0.054686,0.7939,True,
CENX,Century Aluminum Co,XNAS,50.23,2026-03-24,2379191,116924842,price_40_80,adv_100m_plus,0.7903,0.064334,0.7923,True,
UPST,"Upstart Holdings, Inc. Common stock",XNAS,26.6,2026-03-24,5222483,186977501,price_20_40,adv_100m_plus,0.7742,0.057113,0.792,True,
AMD,Advanced Micro Devices,XNAS,205.37,2026-03-24,35629056,7663592714,price_200_500,adv_100m_plus,0.7581,0.040895,0.7919,True,
SVM,Silvercorp Metals Inc. Common Shares,XASE,9.79,2026-03-24,6475422,70616777,price_5_10,adv_50m_100m,0.9032,0.063123,0.7916,True,
CSIQ,Canadian Solar Inc. Common Shares (ON),XNAS,13.26,2026-03-24,3137141,63263159,price_10_20,adv_50m_100m,0.8548,0.069755,0.7915,True,
NNE,Nano Nuclear Energy Inc. Common Stock,XNAS,21.61,2026-03-24,1974142,55130708,price_20_40,adv_50m_100m,0.8226,0.079945,0.7912,True,
SSRM,SSR Mining Inc.,XNAS,24.44,2026-03-24,4012554,106875454,price_20_40,adv_100m_plus,0.8387,0.058232,0.7899,True,
PLYX,"Polaryx Therapeutics, Inc. Common Stock",XNAS,6.44,2026-03-24,2921312,13794980,price_5_10,adv_5m_20m,0.9429,0.296637,0.7893,True,
VOYG,"Voyager Technologies, Inc.",XNYS,25.08,2026-03-24,1581827,46286263,price_20_40,adv_20m_50m,0.8387,0.082073,0.7892,True,
LRCX,Lam Research Corp,XNAS,238.84,2026-03-24,11444995,2522686317,price_200_500,adv_100m_plus,0.6935,0.044877,0.7871,True,
FSLY,"Fastly, Inc. Class A Common Stock",XNAS,28.2,2026-03-24,10472945,188164797,price_20_40,adv_100m_plus,0.6452,0.073213,0.7867,True,
ENPH,"Enphase Energy, Inc.",XNAS,40.97,2026-03-24,6634701,280331636,price_40_80,adv_100m_plus,0.6935,0.057775,0.7866,True,
B,Barrick Mining Corporation,XNYS,38.03,2026-03-24,15414534,716723555,price_20_40,adv_100m_plus,0.8226,0.03749,0.7866,True,
SOFI,"SoFi Technologies, Inc. Common Stock",XNAS,16.7,2026-03-24,61017358,1300559451,price_10_20,adv_100m_plus,0.6774,0.047798,0.7861,True,
CCJ,Cameco Corporation,XNYS,108.04,2026-03-24,4111538,469803416,price_80_200,adv_100m_plus,0.7258,0.048694,0.7861,True,
YSS,York Space Systems Inc.,XNYS,21.39,2026-03-24,1947521,52203247,price_20_40,adv_50m_100m,0.7297,0.102508,0.7856,True,
MRVL,"Marvell Technology, Inc. Common Stock",XNAS,92.36,2026-03-24,15956312,1340001376,price_80_200,adv_100m_plus,0.7419,0.041857,0.7847,True,
ONTO,Onto Innovation Inc.,XNYS,219.46,2026-03-24,880149,179086449,price_200_500,adv_100m_plus,0.8226,0.049207,0.7845,True,
HBM,Hudbay Minerals Inc.,XNYS,18.95,2026-03-24,6116062,145782150,price_10_20,adv_100m_plus,0.8871,0.047437,0.7842,True,
WPM,Wheaton Precious Metals Corp. Common Stock,XNYS,120.59,2026-03-24,2434486,336098647,price_80_200,adv_100m_plus,0.8387,0.040216,0.783,True,
MLEC,Moolec Science SA Ordinary Shares,XNAS,6.77,2026-03-24,1334891,12245556,price_5_10,adv_5m_20m,0.9355,0.211228,0.7808,True,
AGI,Alamos Gold Inc. Class A Common Shares,XNYS,40.87,2026-03-24,3976887,172802296,price_40_80,adv_100m_plus,0.8387,0.04706,0.7801,True,
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,XNAS,24.425,2026-03-24,438359,14890965,price_20_40,adv_5m_20m,0.871,0.15615,0.7801,True,
ORCL,Oracle Corp,XNYS,147.09,2026-03-24,26585439,4362097124,price_80_200,adv_100m_plus,0.7097,0.041421,0.7791,True,
SATS,EchoStar Corporation,XNAS,110.84,2026-03-24,5830604,670719990,price_80_200,adv_100m_plus,0.6452,0.051445,0.7776,True,
NG,NovaGold Resources Inc.,XASE,8.08,2026-03-24,4051086,41772208,price_5_10,adv_20m_50m,0.871,0.073448,0.7775,True,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,XNYS,19.66,2026-03-24,20822996,461007040,price_10_20,adv_100m_plus,0.7419,0.044639,0.7761,True,
NET,"Cloudflare, Inc. Class A common stock, par value $0.001 per share",XNYS,213.15,2026-03-24,4364933,820789568,price_200_500,adv_100m_plus,0.629,0.051906,0.7758,True,
UAL,"United Airlines Holdings, Inc. Common Stock",XNAS,93.56,2026-03-24,6342863,659944519,price_80_200,adv_100m_plus,0.7419,0.041706,0.7751,True,
NCI,Neo-Concept International Group Holdings Limited Class A Ordinary Shares,XNAS,5.63,2026-03-24,2833846,10813583,price_5_10,adv_5m_20m,0.9677,0.212409,0.7749,True,
AMAT,Applied Materials Inc,XNAS,373.99,2026-03-24,7309838,2427423853,price_200_500,adv_100m_plus,0.7419,0.038025,0.774,True,
ANET,Arista Networks,XNYS,130.8,2026-03-24,7652449,1031334257,price_80_200,adv_100m_plus,0.7419,0.039831,0.7735,True,
LPTH,Lightpath Technologies Inc,XNAS,11.87,2026-03-24,2794663,32433777,price_10_20,adv_20m_50m,0.7742,0.105151,0.7731,True,
GRAL,"GRAIL, Inc. Common Stock",XNAS,48.65,2026-03-24,1247206,86558297,price_40_80,adv_50m_100m,0.6935,0.076263,0.7716,True,
RGLD,Royal Gold Inc,XNAS,227.38,2026-03-24,1054882,273320659,price_200_500,adv_100m_plus,0.8387,0.038938,0.7712,True,
PI,"Impinj, Inc. Common Stock",XNAS,101.92,2026-03-24,729478,98958275,price_80_200,adv_50m_100m,0.7258,0.067507,0.7712,True,
FSM,Fortuna Mining Corp.,XNYS,9.21,2026-03-24,7816166,84819619,price_5_10,adv_50m_100m,0.8548,0.054523,0.7712,True,
PATH,"UiPath, Inc.",XNYS,11.07,2026-03-24,34207679,444397770,price_10_20,adv_100m_plus,0.6129,0.058007,0.7712,True,
OUST,"Ouster, Inc.",XNAS,20.57,2026-03-24,1885789,42177263,price_20_40,adv_20m_50m,0.8387,0.074143,0.7708,True,
LUMN,"Lumen Technologies, Inc.",XNYS,6.79,2026-03-24,12828098,98023562,price_5_10,adv_50m_100m,0.7742,0.061061,0.7708,True,
VSAT,Viasat Inc,XNAS,48.1,2026-03-24,1715447,75429570,price_40_80,adv_50m_100m,0.7742,0.067281,0.7703,True,
TLN,Talen Energy Corporation Common Stock,XNAS,315.77,2026-03-24,840968,299283530,price_200_500,adv_100m_plus,0.7258,0.047959,0.7702,True,
BKKT,"Bakkt, Inc.",XNYS,8.27,2026-03-24,1515907,19272224,price_5_10,adv_5m_20m,0.9032,0.096189,0.7702,True,
DDOG,"Datadog, Inc. Class A Common Stock",XNAS,122.57,2026-03-24,5593548,692180720,price_80_200,adv_100m_plus,0.6452,0.048691,0.7701,True,
NXT,Nextpower Inc. Class A Common Stock,XNAS,124.86,2026-03-24,1937683,211690797,price_80_200,adv_100m_plus,0.7097,0.054858,0.7701,True,
SMTC,Semtech Corp,XNAS,77.95,2026-03-24,1679421,137176046,price_40_80,adv_100m_plus,0.7581,0.05664,0.7699,True,
PBF,PBF ENERGY INC.,XNYS,50.09,2026-03-24,3652953,133189017,price_40_80,adv_100m_plus,0.7258,0.060963,0.7698,True,
ENTG,Entegris Inc,XNAS,121.67,2026-03-24,2872973,333484337,price_80_200,adv_100m_plus,0.7258,0.046566,0.769,True,
AGX,"Argan, Inc",XNYS,444.83,2026-03-24,411110,167339045,price_200_500,adv_100m_plus,0.7258,0.056735,0.7687,True,
EDSA,"Edesa Biotech, Inc. Common Shares",XNAS,7.02,2026-03-24,4194020,13325959,price_5_10,adv_5m_20m,0.8548,0.155617,0.7682,True,
MTSI,"MACOM Technology Solutions Holdings, Inc",XNAS,237.23,2026-03-24,1315047,287751809,price_200_500,adv_100m_plus,0.7258,0.047577,0.7677,True,
AXON,"Axon Enterprise, Inc. Common Stock",XNAS,456.6,2026-03-24,944925,488198051,price_200_500,adv_100m_plus,0.6774,0.047048,0.7667,True,
INOD,Innodata Inc.,XNAS,44.3,2026-03-24,1182464,61845857,price_40_80,adv_50m_100m,0.8065,0.066242,0.7662,True,
PTNM,Pitanium Limited Class A Ordinary shares,XNAS,10.39,2025-10-03,2461570,11381662,price_10_20,adv_5m_20m,0.8548,0.214032,0.7662,True,
APH,Amphenol Corporation,XNYS,127.96,2026-03-24,9819191,1390140965,price_80_200,adv_100m_plus,0.6935,0.040538,0.7657,True,
FROG,JFrog Ltd. Ordinary Shares,XNAS,42.78,2026-03-24,3084339,145908166,price_40_80,adv_100m_plus,0.6774,0.063024,0.7637,True,
AEIS,Advanced Energy Industries Inc,XNAS,356.38,2026-03-24,705533,200709493,price_200_500,adv_100m_plus,0.7419,0.049601,0.763,True,
MOVE,"Corvex, Inc. Common Stock",XNAS,13.625,2026-03-24,976108,15378704,price_10_20,adv_5m_20m,0.8226,0.128912,0.7611,True,
WING,Wingstop Inc,XNAS,172.07,2026-03-24,868008,211117637,price_80_200,adv_100m_plus,0.6774,0.055359,0.7611,True,
