ticker
AA
AAL
AAPL
ACI
ADT
AEG
AEO
AES
AFRM
AG
AGNC
AI
AIG
AKTS
AMPX
APA
APLD
AQN
ARCC
ARDX
ARRY
ASAN
ASM
ASTS
B
BAC
BBY
BCRX
BEN
BF.B
BSX
CCL
CDE
CELH
CFG
CHWY
CL
CLF
CLSK
CMCSA
CMG
CNC
CNQ
COLD
COMP
CPNG
CRBG
CRGY
CSGP
CSX
CTRA
CTSH
CTVA
CVE
CWAN
DAL
DD
DIS
DKNG
DT
DVN
DXCM
EBAY
EL
ELAN
ENB
ENPH
ENVX
EOSE
EQT
EQX
ET
ETSY
EXC
EXK
F
FAST
FCX
FHN
FIG
FITB
FLEX
FLNC
FNB
FOLD
FRSH
FSLY
FSM
FTI
FTNT
GIS
GM
GME
GOLD
GPK
GT
GTLB
HAL
HBAN
HBM
HIMS
HL
HOOD
HPE
HPQ
HST
HUN
HUT
IAG
IBRX
INVH
IONQ
IOT
IP
IREN
