ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
BRID,Bridgford Foods Corp,stocks,us,XNAS,CS,True,usd,0000014177,BBG000BDPZ58,BBG001S5PCL8,2026-03-24T06:07:49.663004839Z
BRK.A,Berkshire Hathaway Inc.,stocks,us,XNYS,CS,True,usd,0001067983,BBG000DWCFL4,BBG001S902J2,2026-03-24T06:07:49.66300525Z
BRK.B,BERKSHIRE HATHAWAY Class B,stocks,us,XNYS,CS,True,usd,0001067983,BBG000DWG505,BBG001S90346,2026-03-24T06:07:49.66300537Z
BRLS,Borealis Foods Inc. Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001852973,BBG011YN1DX2,BBG011YN1FR4,2026-03-24T06:07:49.663006703Z
BRLT,"Brilliant Earth Group, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001866757,BBG012C7HQM5,BBG012C7HRG0,2026-03-24T06:07:49.663007083Z
BRN,"Barnwell Industries, Inc.",stocks,us,XASE,CS,True,usd,0000010048,BBG000BDQW54,BBG001S5PCS1,2026-03-24T06:07:49.663007204Z
BRO,"Brown & Brown, Inc.",stocks,us,XNYS,CS,True,usd,0000079282,BBG000BWSGF4,BBG001S5XFN0,2026-03-24T06:07:49.663007564Z
BROS,Dutch Bros Inc.,stocks,us,XNYS,CS,True,usd,0001866581,BBG01282ZHB3,BBG01282ZJ56,2026-03-24T06:07:49.663007675Z
BRSL,Brightstar Lottery PLC,stocks,us,XNYS,CS,True,usd,0001619762,,,2026-03-24T06:07:49.663008326Z
BRSP,"BrightSpire Capital, Inc.",stocks,us,XNYS,CS,True,usd,0001717547,BBG00JVRRQF1,BBG00JVRRR41,2026-03-24T06:07:49.663008596Z
BRTX,"BioRestorative Therapies, Inc. Common Stock (NV)",stocks,us,XNAS,CS,True,usd,0001505497,BBG000BNB165,BBG001S90FP6,2026-03-24T06:07:49.663008987Z
BRX,BRIXMOR PROPERTY GROUP INC.,stocks,us,XNYS,CS,True,usd,0001581068,BBG001LFLZZ1,BBG001V0T8T2,2026-03-24T06:07:49.663009207Z
BRZE,"Braze, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001676238,BBG00294NX45,BBG00294NX54,2026-03-24T06:07:49.663009378Z
BSAA,BEST SPAC I Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002051587,,,2026-03-24T06:07:49.663009859Z
BSBK,Bogota Financial Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001787414,BBG00Q709YV6,BBG00Q709ZL4,2026-03-24T06:07:49.66301033Z
BSET,Bassett Furniture Industries I,stocks,us,XNAS,CS,True,usd,0000010329,BBG000BDRR63,BBG001S5PDC6,2026-03-24T06:07:49.663012223Z
BSM,"Black Stone Minerals, L.P.",stocks,us,XNYS,CS,True,usd,0001621434,BBG008B5CF29,BBG008B5CF38,2026-03-24T06:07:49.663013566Z
BSVN,Bank7 Corp. Common stock,stocks,us,XNAS,CS,True,usd,0001746129,BBG00LV100N0,BBG00LV101D9,2026-03-24T06:07:49.66301591Z
BSX,Boston Scientific Corp.,stocks,us,XNYS,CS,True,usd,0000885725,BBG000C0LW92,BBG001S63L94,2026-03-24T06:07:49.663016121Z
BSY,"Bentley Systems, Incorporated Class B Common Stock",stocks,us,XNAS,CS,True,usd,0001031308,BBG000BMSRR9,BBG001SBWGV7,2026-03-24T06:07:49.663016231Z
BTAI,"BioXcel Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001720893,BBG00K20GVD2,BBG00K20GW31,2026-03-24T06:07:49.663016331Z
BTBD,"BT Brands, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001718224,BBG00PZ5P5N0,BBG00PZ5P6L0,2026-03-24T06:07:49.663016562Z
BTBT,"Bit Digital, Inc. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001710350,,,2026-03-24T06:07:49.663016922Z
BTCS,BTCS Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001436229,BBG000HN50C1,BBG001T3BGY4,2026-03-24T06:07:49.663018064Z
BTCT,BTC Digital Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001796514,,,2026-03-24T06:07:49.663018165Z
BTE,Baytex Energy Corp.,stocks,us,XNYS,CS,True,usd,0001279495,BBG000BW3M86,BBG001S998N5,2026-03-24T06:07:49.663018626Z
BTG,B2Gold Corp.,stocks,us,XASE,CS,True,usd,0001429937,BBG000V9KFD5,BBG001T0CNW6,2026-03-24T06:07:49.663018946Z
BTGO,"BitGo Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001740604,BBG01ZK5P6M2,BBG01ZK5P7J4,2026-03-24T06:07:49.663019307Z
BTM,Bitcoin Depot Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001901799,BBG014C511P4,BBG014C512J9,2026-03-24T06:07:49.663019547Z
BTMD,Biote Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001819253,BBG00ZCMCB75,BBG00ZCMCC37,2026-03-24T06:07:49.663019658Z
BTOC,Armlogi Holding Corp. common stock,stocks,us,XNAS,CS,True,usd,0001972529,BBG01K3HP620,BBG01K3HP6X6,2026-03-24T06:07:49.663020008Z
BTOG,Bit Origin Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001735556,,,2026-03-24T06:07:49.663020118Z
BTQ,BTQ Technologies Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001821866,BBG01G970R62,BBG001SCZZS4,2026-03-24T06:07:49.663020469Z
BTSG,"BrightSpring Health Services, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001865782,BBG0132WL1X7,BBG0132WL2T0,2026-03-24T06:07:49.66302106Z
BTTC,Black Titan Corporation Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002034400,,,2026-03-24T06:07:49.663021471Z
BUDA,"Buda Juice, Inc.",stocks,us,XASE,CS,True,usd,0002079720,BBG01WYLH0F9,BBG01WYLH1K1,2026-03-24T06:07:49.663022463Z
BULL,Webull Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001866364,,,2026-03-24T06:07:49.663025288Z
BURL,"BURLINGTON STORES, INC.",stocks,us,XNYS,CS,True,usd,0001579298,BBG004S641N5,BBG004S641P3,2026-03-24T06:07:49.66302597Z
BUSE,First Busey Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0000314489,BBG000JNCBF4,BBG001SBH5P5,2026-03-24T06:07:49.66302625Z
BV,"BrightView Holdings, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001734713,BBG00L1LT6D6,BBG00L1LT744,2026-03-24T06:07:49.663026982Z
BVC,BitVentures Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001785680,,,2026-03-24T06:07:49.663027573Z
BVFL,"BV Financial, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001302387,BBG000QRTJ17,BBG001SNJGK8,2026-03-24T06:07:49.663027693Z
BVS,Bioventus Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001665988,BBG00D8550B3,BBG00D8550C2,2026-03-24T06:07:49.663027903Z
BWA,BorgWarner Inc.,stocks,us,XNYS,CS,True,usd,0000908255,BBG000BJ49H3,BBG001S7F4D2,2026-03-24T06:07:49.663028084Z
BWB,"Bridgewater Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001341317,BBG000NMWQ11,BBG001SQNYQ1,2026-03-24T06:07:49.663028314Z
BWBBP,"Bridgewater Bancshares, Inc. Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",stocks,us,XNAS,CS,True,usd,0001341317,,,2026-03-24T06:07:49.663028414Z
BWEN,"Broadwind, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001120370,BBG000DYHZ04,BBG001SKFPL7,2026-03-24T06:07:49.663028595Z
BWFG,Bankwell Financial Group Inc,stocks,us,XNAS,CS,True,usd,0001505732,BBG000Q4FJD0,BBG001SM5TJ9,2026-03-24T06:07:49.663028785Z
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001781755,BBG00QDCHF36,BBG00QDCHF45,2026-03-24T06:07:49.663029216Z
BWLP,BW LPG Limited,stocks,us,XNYS,CS,True,usd,0001649313,,,2026-03-24T06:07:49.663029456Z
BWMN,Bowman Consulting Group Ltd. Common Stock,stocks,us,XNAS,CS,True,usd,0001847590,BBG003BPV1Q0,BBG003BPV1R9,2026-03-24T06:07:49.663029547Z
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",stocks,us,XNYS,CS,True,usd,0001788257,,,2026-03-24T06:07:49.663029637Z
BWXT,"BWX Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001486957,BBG000D86F25,BBG001SGJPH7,2026-03-24T06:07:49.663030098Z
BX,Blackstone Inc.,stocks,us,XNYS,CS,True,usd,0001393818,BBG000BH0106,BBG001S7H949,2026-03-24T06:07:49.663030378Z
BXC,BlueLinx Holdings Inc.,stocks,us,XNYS,CS,True,usd,0001301787,BBG000GZGZR0,BBG001SHHF25,2026-03-24T06:07:49.663030468Z
BXMT,"Blackstone Mortgage Trust, Inc. (NEW)",stocks,us,XNYS,CS,True,usd,0001061630,BBG000BGKJ70,BBG001S5Q7V7,2026-03-24T06:07:49.663030559Z
BXP,"BXP, Inc.",stocks,us,XNYS,CS,True,usd,0001037540,BBG000BS5CM9,BBG001S9TWV1,2026-03-24T06:07:49.663030749Z
BXSL,Blackstone Secured Lending Fund,stocks,us,XNYS,CS,True,usd,0001736035,BBG00MS80PM3,BBG00MS80PP0,2026-03-24T06:07:49.663030989Z
BY,"Byline Bancorp, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001702750,BBG000G2ZJ98,BBG001SMZRV6,2026-03-24T06:07:49.66303118Z
BYAH,"Park Ha Biological Technology Co., Ltd. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001986247,,,2026-03-24T06:07:49.66303137Z
BYD,Boyd Gaming Corporation,stocks,us,XNYS,CS,True,usd,0000906553,BBG000BHX9P6,BBG001S7DMW3,2026-03-24T06:07:49.66303146Z
BYFC,Broadway Financial Corp/Del,stocks,us,XNAS,CS,True,usd,0001001171,BBG000BD6V58,BBG001S5WLL0,2026-03-24T06:07:49.66303155Z
BYND,"Beyond Meat, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001655210,BBG003CVJP50,BBG003CVJP69,2026-03-24T06:07:49.663031741Z
BYRN,"Byrna Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001354866,BBG000BB05T9,BBG001S5QDS8,2026-03-24T06:07:49.663031921Z
BYSI,BeyondSpring Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001677940,,,2026-03-24T06:07:49.663032011Z
BZAI,"Blaize Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001871638,BBG0127JV6Z9,BBG0127JV7T4,2026-03-24T06:07:49.663032202Z
BZFD,"BuzzFeed, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001828972,BBG00YPS9JP8,BBG00YPS9KZ4,2026-03-24T06:07:49.663032382Z
BZH,"Beazer Homes USA, Inc. New",stocks,us,XNYS,CS,True,usd,0000915840,BBG000BDLQJ7,BBG001S76DH8,2026-03-24T06:07:49.663032582Z
C,Citigroup Inc.,stocks,us,XNYS,CS,True,usd,0000831001,BBG000FY4S11,BBG001S72ZG4,2026-03-24T06:07:49.663033063Z
CAAP,Corporacion America Airports S.A.,stocks,us,XNYS,CS,True,usd,0001717393,,,2026-03-24T06:07:49.663033534Z
CAAS,"China Automotive Systems, Inc. Ordinary Share",stocks,us,XNAS,CS,True,usd,0002037400,,,2026-03-24T06:07:49.663033755Z
CABA,"Cabaletta Bio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001759138,BBG00MJ3BKW2,BBG00MJ3BKX1,2026-03-24T06:07:49.663033845Z
CABO,"Cable One, Inc.",stocks,us,XNYS,CS,True,usd,0001632127,BBG000F02T51,BBG001SFK9N6,2026-03-24T06:07:49.663033975Z
CAC,Camden National Corporation,stocks,us,XNAS,CS,True,usd,0000750686,BBG000BB1LK2,BBG001S5PGN7,2026-03-24T06:07:49.663034256Z
CACC,Credit Acceptance Corp,stocks,us,XNAS,CS,True,usd,0000885550,BBG000CS0D96,BBG001S71KS5,2026-03-24T06:07:49.663034346Z
CACI,CACI INTERNATIONAL CLA,stocks,us,XNYS,CS,True,usd,0000016058,BBG000KQY8Y7,BBG001SF9NK1,2026-03-24T06:07:49.663034436Z
CADL,"Candel Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001841387,BBG00N0D4Z71,BBG00N0D4Z80,2026-03-24T06:07:49.663034676Z
CAE,CAE INC,stocks,us,XNYS,CS,True,usd,0001173382,BBG000KPFXB0,BBG001S5Y4F3,2026-03-24T06:07:49.663034867Z
CAEP,"Cantor Equity Partners III, Inc. Class A Ordinary Shares",stocks,us,XNAS,CS,True,usd,0002034268,,,2026-03-24T06:07:49.663035067Z
CAG,"Conagra Brands, Inc.",stocks,us,XNYS,CS,True,usd,0000023217,BBG000BDXGP9,BBG001S5PGY5,2026-03-24T06:07:49.663035458Z
CAH,"Cardinal Health, Inc.",stocks,us,XNYS,CS,True,usd,0000721371,BBG000D898T9,BBG001S7PC34,2026-03-24T06:07:49.663035548Z
CAI,"Caris Life Sciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0002019410,BBG00255V2N4,BBG00255V2P2,2026-03-24T06:07:49.663035638Z
CAKE,Cheesecake Factory (The),stocks,us,XNAS,CS,True,usd,0000887596,BBG000CS8TM8,BBG001S71Q75,2026-03-24T06:07:49.663035909Z
CAL,Caleres Inc,stocks,us,XNYS,CS,True,usd,0000014707,BBG000CYSFS7,BBG001S76YV6,2026-03-24T06:07:49.663036009Z
CALC,"CalciMedica, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001534133,BBG0088HHJ97,BBG0088HHJB4,2026-03-24T06:07:49.663036109Z
CALM,Cal-Maine Foods Inc,stocks,us,XNAS,CS,True,usd,0000016160,BBG000CDMJW6,BBG001S80MM6,2026-03-24T06:07:49.66303653Z
CALX,"CALIX, INC.",stocks,us,XNYS,CS,True,usd,0001406666,BBG000PXJB68,BBG001T633M8,2026-03-24T06:07:49.66303662Z
CALY,Callaway Golf Company,stocks,us,XNYS,CS,True,usd,0000837465,BBG000CPCVY1,BBG001S70DV8,2026-03-24T06:07:49.66303674Z
CAMP,CAMP4 Therapeutics Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001736730,BBG00L2CHQ80,BBG00L2CHQ99,2026-03-24T06:07:49.663037021Z
CAMT,Camtek Ltd,stocks,us,XNAS,CS,True,usd,0001109138,,,2026-03-24T06:07:49.663037131Z
CANG,Cango Inc.,stocks,us,XNYS,CS,True,usd,0001725123,,,2026-03-24T06:07:49.663037692Z
CAPL,CrossAmerica Partners LP Common units representing limited partner interests,stocks,us,XNYS,CS,True,usd,0001538849,BBG002Z9XD93,BBG002Z9XF16,2026-03-24T06:07:49.663038203Z
CAPN,Cayson Acquisition Corp Ordinary shares,stocks,us,XNAS,CS,True,usd,0002024203,,,2026-03-24T06:07:49.663038303Z
CAPS,Capstone Holding Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0000887151,BBG000BGY478,BBG001S76F74,2026-03-24T06:07:49.663038694Z
CAPT,Captivision Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001967478,,,2026-03-24T06:07:49.663038784Z
CARE,"Carter Bankshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001829576,BBG00Y9DFYJ6,BBG00Y9DFYK4,2026-03-24T06:07:49.663039285Z
CARG,"CarGurus, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001494259,BBG00HQ77DS2,BBG00HQ77DT1,2026-03-24T06:07:49.663039385Z
CARL,"Carlsmed, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001794546,BBG00PQMDFQ1,BBG00PQMDFR0,2026-03-24T06:07:49.663039566Z
CARS,Cars.com Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001683606,BBG000HGTH33,BBG001SP6HB5,2026-03-24T06:07:49.663039886Z
CASH,"Pathward Financial, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000907471,BBG000BKLTP8,BBG001S7G4Q7,2026-03-24T06:07:49.663040718Z
CASS,Cass Information Systems Inc,stocks,us,XNAS,CS,True,usd,0000708781,BBG000BCXN49,BBG001S5VK42,2026-03-24T06:07:49.663040808Z
CAST,"FreeCast, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001633369,BBG00RSFM3Y8,BBG00RSFM430,2026-03-24T06:07:49.663040898Z
CASY,Casey's General Stores Inc,stocks,us,XNAS,CS,True,usd,0000726958,BBG000BF0672,BBG001S5PHZ2,2026-03-24T06:07:49.663040989Z
CAT,Caterpillar Inc.,stocks,us,XNYS,CS,True,usd,0000018230,BBG000BF0K17,BBG001S5PJ06,2026-03-24T06:07:49.663041079Z
CATO,CATO CORP,stocks,us,XNYS,CS,True,usd,0000018255,BBG000JX7SX1,BBG001SD32N5,2026-03-24T06:07:49.663041359Z
CATX,"Perspective Therapeutics, Inc.",stocks,us,XASE,CS,True,usd,0000728387,BBG000BG5HT7,BBG001S5Q300,2026-03-24T06:07:49.663041449Z
CATY,Cathay General Bancorp,stocks,us,XNAS,CS,True,usd,0000861842,BBG000C668L5,BBG001S6PB10,2026-03-24T06:07:49.66304154Z
CAVA,"CAVA Group, Inc.",stocks,us,XNYS,CS,True,usd,0001639438,BBG00GBR8753,BBG00GBR8762,2026-03-24T06:07:49.66304179Z
CB,Chubb Limited,stocks,us,XNYS,CS,True,usd,0000896159,,,2026-03-24T06:07:49.663042031Z
CBAN,Colony Bankcorp Inc.,stocks,us,XNYS,CS,True,usd,0000711669,BBG000HH3LY6,BBG001S98KP7,2026-03-24T06:07:49.663042281Z
CBAT,"CBAK Energy Technology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001117171,BBG000DZX6K5,BBG001SKK0H1,2026-03-24T06:07:49.663042371Z
CBC,"Central Bancompany, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0002065601,BBG000CQ0CD7,BBG001SCB089,2026-03-24T06:07:49.663042471Z
CBFV,"CB Financial Services, Inc. (PA)",stocks,us,XNAS,CS,True,usd,0001605301,BBG000BKT8B1,BBG001S825Y8,2026-03-24T06:07:49.663042562Z
CBIO,"Crescent Biopharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001253689,,,2026-03-24T06:07:49.663042652Z
CBK,"Commercial Bancgroup, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001981546,BBG000FVM009,BBG001SGZPN2,2026-03-24T06:07:49.663042742Z
CBL,"CBL & Associates Properties, Inc.",stocks,us,XNYS,CS,True,usd,0000910612,BBG01396RNK7,BBG01396RPH6,2026-03-24T06:07:49.663042832Z
CBLL,"CeriBell, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001861107,BBG00KMSVGN4,BBG00KMSVGP2,2026-03-24T06:07:49.663042922Z
CBNA,"Chain Bridge Bancorp, Inc.",stocks,us,XNYS,CS,True,usd,0001392272,BBG000V8CRG7,BBG001T1QS94,2026-03-24T06:07:49.663043143Z
CBNK,"Capital Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0001419536,BBG000G2Z909,BBG001SMZRH2,2026-03-24T06:07:49.663043233Z
CBRE,"CBRE GROUP, INC.",stocks,us,XNYS,CS,True,usd,0001138118,BBG000C04224,BBG001SC2D27,2026-03-24T06:07:49.663044455Z
CBRL,"Cracker Barrel Old Country Store, Inc,.",stocks,us,XNAS,CS,True,usd,0001067294,BBG000BF33K1,BBG001S5PK03,2026-03-24T06:07:49.663044545Z
CBSH,Commerce Bancshares Inc,stocks,us,XNAS,CS,True,usd,0000022356,BBG000BF3G77,BBG001S5PK21,2026-03-24T06:07:49.663044726Z
CBT,Cabot Corporation,stocks,us,XNYS,CS,True,usd,0000016040,BBG000BF3WW4,BBG001S5PK58,2026-03-24T06:07:49.663044816Z
CBUS,"Cibus, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001705843,BBG00H1CJS11,BBG00H1CJSR3,2026-03-24T06:07:49.663045738Z
CC,The Chemours Company,stocks,us,XNYS,CS,True,usd,0001627223,BBG005H82GB2,BBG005H82GC1,2026-03-24T06:07:49.663046519Z
CCAP,"Crescent Capital BDC, Inc. Common stock",stocks,us,XNAS,CS,True,usd,0001633336,BBG009NX1JT8,BBG009NX1JV5,2026-03-24T06:07:49.663046609Z
CCB,Coastal Financial Corporation,stocks,us,XNAS,CS,True,usd,0001437958,BBG000QK5803,BBG001SN16N6,2026-03-24T06:07:49.6630467Z
CCBG,Capital City Bank Group Inc,stocks,us,XNAS,CS,True,usd,0000726601,BBG000BM97G6,BBG001S9K7B7,2026-03-24T06:07:49.66304679Z
CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001818201,BBG00WNSJM49,BBG00WNSJM58,2026-03-24T06:07:49.66304688Z
CCCC,"C4 Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001662579,BBG00BV2Y9B7,BBG00BV2Y9C6,2026-03-24T06:07:49.66304697Z
CCD,Calamos Dynamic Convertible & Income Fund,stocks,us,XNAS,CS,True,usd,0001602584,BBG0065XMFL7,BBG0065XMFM6,2026-03-24T06:07:49.66304706Z
CCEC,Capital Clean Energy Carriers Corp. Common Share,stocks,us,XNAS,CS,True,usd,0001392326,,,2026-03-24T06:07:49.663047311Z
CCEL,Cryo-Cell International Inc.,stocks,us,XASE,CS,True,usd,0000862692,BBG000BS6ZT0,BBG001S6Z7X3,2026-03-24T06:07:49.663047531Z
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001650107,,,2026-03-24T06:07:49.663047621Z
CCG,Cheche Group Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001965473,,,2026-03-24T06:07:49.663047822Z
CCHH,CCH Holdings Ltd Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002074123,,,2026-03-24T06:07:49.663048002Z
CCI,Crown Castle Inc.,stocks,us,XNYS,CS,True,usd,0001051470,BBG000FV1Z23,BBG001S7W5T3,2026-03-24T06:07:49.663048102Z
CCII,Cohen Circle Acquisition Corp. II Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002064683,,,2026-03-24T06:07:49.663048373Z
CCIX,Churchill Capital Corp IX Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002006291,,,2026-03-24T06:07:49.663048653Z
CCJ,Cameco Corporation,stocks,us,XNYS,CS,True,usd,0001009001,BBG000DSZTN6,BBG001S5Y5S6,2026-03-24T06:07:49.663049355Z
CCK,Crown Holdings Inc.,stocks,us,XNYS,CS,True,usd,0001219601,BBG000BF6756,BBG001S5PKZ5,2026-03-24T06:07:49.663049585Z
CCL,Carnival Corporation,stocks,us,XNYS,CS,True,usd,0000815097,BBG000BF6LY3,BBG001S5PL01,2026-03-24T06:07:49.663049785Z
CCLD,"CareCloud, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001582982,BBG000QYF0M5,BBG001SSV992,2026-03-24T06:07:49.663050006Z
CCNE,CNB Financial Corp/PA,stocks,us,XNAS,CS,True,usd,0000736772,BBG000BKPZC4,BBG001S80QZ3,2026-03-24T06:07:49.663050417Z
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001334978,BBG000SSC5C9,BBG001SY0WV7,2026-03-24T06:07:49.663050978Z
CCOI,"Cogent Communications Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001158324,BBG000D0SMY8,BBG001SC5GP2,2026-03-24T06:07:49.663051068Z
CCRN,Cross Country Healthcare Inc,stocks,us,XNAS,CS,True,usd,0001141103,BBG000DGM5N8,BBG001SG7SC9,2026-03-24T06:07:49.663051338Z
CCS,"CENTURY COMMUNITIES, INC.",stocks,us,XNYS,CS,True,usd,0001576940,BBG006G412Q6,BBG006G413H4,2026-03-24T06:07:49.663051679Z
CCSI,"Consensus Cloud Solutions, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001866633,BBG0105XBRH0,BBG0105XBRJ8,2026-03-24T06:07:49.6630519Z
CCTG,CCSC Technology International Holdings Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001931717,,,2026-03-24T06:07:49.66305209Z
CCXI,Churchill Capital Corp XI Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002074973,,,2026-03-24T06:07:49.66305236Z
CD,Chaince Digital Holdings Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001527762,,,2026-03-24T06:07:49.663052731Z
CDE,"Coeur Mining, Inc.",stocks,us,XNYS,CS,True,usd,0000215466,BBG000BF8TF5,BBG001S5PM54,2026-03-24T06:07:49.663052912Z
CDIO,Cardio Diagnostics Holdings Inc. Common stock,stocks,us,XNAS,CS,True,usd,0001870144,BBG013P0VV65,BBG013P0VV74,2026-03-24T06:07:49.663053342Z
CDLX,"Cardlytics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001666071,BBG00225ZDD0,BBG00225ZDF8,2026-03-24T06:07:49.663053733Z
CDNA,"CareDx, Inc.",stocks,us,XNAS,CS,True,usd,0001217234,BBG006JS5785,BBG006JS5794,2026-03-24T06:07:49.663053833Z
CDNL,Cardinal Infrastructure Group Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0002079999,BBG01YV6DT44,BBG01YV6DVT2,2026-03-24T06:07:49.663053913Z
CDNS,Cadence Design Systems,stocks,us,XNAS,CS,True,usd,0000813672,BBG000C13CD9,BBG001S65YK1,2026-03-24T06:07:49.663054014Z
CDP,COPT Defense Properties,stocks,us,XNYS,CS,True,usd,0000860546,BBG000BXL4N7,BBG001S5XVM6,2026-03-24T06:07:49.663054104Z
CDRE,"Cadre Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001860543,BBG011RK3N71,BBG011RK3P21,2026-03-24T06:07:49.663054194Z
CDRO,"Codere Online Luxembourg, S.A. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001866782,,,2026-03-24T06:07:49.663054304Z
CDT,CDT Equity Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001896212,BBG015879ML2,BBG015879NG6,2026-03-24T06:07:49.663054775Z
CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares,stocks,us,XNAS,CS,True,usd,0001793895,,,2026-03-24T06:07:49.663054865Z
CDXS,"Codexis, Inc.",stocks,us,XNAS,CS,True,usd,0001200375,BBG000RN0GZ5,BBG001SV4129,2026-03-24T06:07:49.663055506Z
CDZI,"CADIZ, Inc.",stocks,us,XNAS,CS,True,usd,0000727273,BBG000CSMLT2,BBG001S71VF5,2026-03-24T06:07:49.663055597Z
CE,Celanese Corporation Common Stock,stocks,us,XNYS,CS,True,usd,0001306830,BBG000JYP7L8,BBG001SJDDG5,2026-03-24T06:07:49.663055777Z
CECO,Ceco Environmental Corp,stocks,us,XNAS,CS,True,usd,0000003197,BBG000BFG2J1,BBG001S6PJV0,2026-03-24T06:07:49.663055867Z
CEG,Constellation Energy Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001868275,BBG014KFRNP7,BBG014KFRPJ9,2026-03-24T06:07:49.663056508Z
CELC,Celcuity Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001603454,BBG00HKBW045,BBG00HKBW054,2026-03-24T06:07:49.66305714Z
