ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,stocks,us,XNAS,CS,True,usd,0001495240,,,2026-03-24T06:07:49.663739562Z
LANV,Lanvin Group Holdings Limited,stocks,us,XNYS,CS,True,usd,0001922097,,,2026-03-24T06:07:49.663739743Z
LARK,Landmark Bancorp Inc,stocks,us,XNAS,CS,True,usd,0001141688,BBG000BJYZD6,BBG001S742Q4,2026-03-24T06:07:49.663740113Z
LASE,Laser Photonics Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001807887,BBG013KLFXW9,BBG013KLFYR3,2026-03-24T06:07:49.663740213Z
LATA,Galata Acquisition Corp. II Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002076427,,,2026-03-24T06:07:49.663740394Z
LB,LandBridge Company LLC,stocks,us,XNYS,CS,True,usd,0001995807,BBG01N59HNH6,BBG01N59HPY2,2026-03-24T06:07:49.663741396Z
LBGJ,Li Bang International Corporation Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001896425,,,2026-03-24T06:07:49.663741586Z
LBRDA,Liberty Broadband Corporation Class A,stocks,us,XNAS,CS,True,usd,0001611983,BBG006GNRZ83,BBG006GNRZ92,2026-03-24T06:07:49.663741766Z
LBRDK,Liberty Broadband Corporation Class C,stocks,us,XNAS,CS,True,usd,0001611983,BBG006GNSZW5,BBG006GNSZX4,2026-03-24T06:07:49.663741867Z
LBRX,LB Pharmaceuticals Inc Common Stock,stocks,us,XNAS,CS,True,usd,0001691082,BBG00XNP5MQ4,BBG00XNP5MR3,2026-03-24T06:07:49.663742247Z
LBTYA,Liberty Global Ltd. Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001570585,,,2026-03-24T06:07:49.663742458Z
LBTYB,Liberty Global Ltd. Class B Common Shares,stocks,us,XNAS,CS,True,usd,0001570585,,,2026-03-24T06:07:49.663742578Z
LBTYK,Liberty Global Ltd. Class C Common Shares,stocks,us,XNAS,CS,True,usd,0001570585,,,2026-03-24T06:07:49.663742698Z
LC,LendingClub Corporation,stocks,us,XNYS,CS,True,usd,0001409970,BBG001YKDND6,BBG001YKDNH2,2026-03-24T06:07:49.663742788Z
LCCC,Lakeshore Acquisition III Corp. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002049248,,,2026-03-24T06:07:49.663743029Z
LCFY,Locafy Limited Ordinary Share,stocks,us,XNAS,CS,True,usd,0001875547,,,2026-03-24T06:07:49.66374361Z
LCID,"Lucid Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001811210,BBG00W7F99V5,BBG00W7F99W4,2026-03-24T06:07:49.6637438Z
LCII,LCI Industries,stocks,us,XNYS,CS,True,usd,0000763744,BBG000DNLMB0,BBG001S8G4D9,2026-03-24T06:07:49.663743901Z
LCNB,LCNB Corporation,stocks,us,XNAS,CS,True,usd,0001074902,BBG000BB34W5,BBG001S5SQM3,2026-03-24T06:07:49.663744622Z
LCTX,"Lineage Cell Therapeutics, Inc.",stocks,us,XASE,CS,True,usd,0000876343,BBG000G8RJY6,BBG001SCW8V3,2026-03-24T06:07:49.663745614Z
LCUT,"Lifetime Brands, Inc.",stocks,us,XNAS,CS,True,usd,0000874396,BBG000C706J6,BBG001S6PWM1,2026-03-24T06:07:49.663745704Z
LDI,"loanDepot, Inc.",stocks,us,XNYS,CS,True,usd,0001831631,BBG00B5Z6KK9,BBG00B5Z6KL8,2026-03-24T06:07:49.663745985Z
LDOS,"Leidos Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001336920,BBG000C23PB0,BBG001SKW6M9,2026-03-24T06:07:49.663746085Z
LE,"Lands' End, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000799288,BBG005P337D1,BBG005P337F9,2026-03-24T06:07:49.663747467Z
LEA,Lear Corporation,stocks,us,XNYS,CS,True,usd,0000842162,BBG000PTLGZ1,BBG001T60092,2026-03-24T06:07:49.663747558Z
LECO,Lincoln Electric Holdings Inc,stocks,us,XNAS,CS,True,usd,0000059527,BBG000BB72K8,BBG001S5TV87,2026-03-24T06:07:49.663747768Z
LEDS,SemiLEDS Corporation,stocks,us,XNAS,CS,True,usd,0001333822,BBG0014JY744,BBG001TB7TM6,2026-03-24T06:07:49.663747858Z
LEE,"Lee Enterprises, Inc.",stocks,us,XNAS,CS,True,usd,0000058361,BBG000BN4PM2,BBG001S5SRF9,2026-03-24T06:07:49.663747948Z
LEG,"Leggett & Platt, Inc.",stocks,us,XNYS,CS,True,usd,0000058492,BBG000BN53G7,BBG001S5SRG8,2026-03-24T06:07:49.663748039Z
LEGH,Legacy Housing Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001436208,BBG00MJDR6J9,BBG00MJDR6K7,2026-03-24T06:07:49.663748129Z
LEGO,Legato Merger Corp. IV,stocks,us,XASE,CS,True,usd,0002087450,,,2026-03-24T06:07:49.663748319Z
LEGT,Legato Merger Corp. III,stocks,us,XASE,CS,True,usd,0002002038,,,2026-03-24T06:07:49.66374886Z
LEN,Lennar Corporation Class A,stocks,us,XNYS,CS,True,usd,0000920760,BBG000BN5HF7,BBG001S5SRK3,2026-03-24T06:07:49.663749271Z
LEN.B,Lennar Corporation Class B,stocks,us,XNYS,CS,True,usd,0000920760,BBG000KKVD81,BBG001SKR1T9,2026-03-24T06:07:49.663749361Z
LESL,"Leslie's, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001821806,BBG00XS6TTT7,BBG00XS6TVN8,2026-03-24T06:07:49.663749722Z
LEVI,Levi Strauss & Co. Class A Common Stock,stocks,us,XNYS,CS,True,usd,0000094845,BBG000BQDF10,BBG001S9NVN8,2026-03-24T06:07:49.663750002Z
LEXX,Lexaria Bioscience Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001348362,BBG000JQHT18,BBG001SBJ1Q1,2026-03-24T06:07:49.663750183Z
LFAC,Leapfrog Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0002084563,,,2026-03-24T06:07:49.663750413Z
LFMD,"LifeMD, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000948320,BBG000CMD5D7,BBG001S5Z6Z5,2026-03-24T06:07:49.663751996Z
LFST,"LifeStance Health Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001845257,BBG01138DGZ7,BBG01138DHT2,2026-03-24T06:07:49.663752627Z
LFT,"Lument Finance Trust, Inc.",stocks,us,XNYS,CS,True,usd,0001547546,BBG003QPMHR8,BBG003QPMHS7,2026-03-24T06:07:49.663752878Z
LFUS,Littelfuse Inc,stocks,us,XNAS,CS,True,usd,0000889331,BBG000BGFGT8,BBG001S744B6,2026-03-24T06:07:49.663753108Z
LFVN,Lifevantage Corporation Common Stock (Delaware),stocks,us,XNAS,CS,True,usd,0000849146,BBG000CDJHR0,BBG001S6TDX7,2026-03-24T06:07:49.663753198Z
LFWD,Lifeward Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001607962,,,2026-03-24T06:07:49.663753319Z
LGCB,Linkage Global Inc Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001969401,,,2026-03-24T06:07:49.663753409Z
LGCL,Lucas GC Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001954694,,,2026-03-24T06:07:49.663753599Z
LGCY,Legacy Education Inc.,stocks,us,XASE,CS,True,usd,0001836754,BBG01PBV1TY0,BBG01PBV1VV8,2026-03-24T06:07:49.663753699Z
LGHL,Lion Group Holding Ltd. American Depositary Share,stocks,us,XNAS,CS,True,usd,0001806524,BBG00STB3HL8,BBG00STB3HM7,2026-03-24T06:07:49.66375399Z
LGIH,"LGI Homes, Inc.",stocks,us,XNAS,CS,True,usd,0001580670,BBG0056655S1,BBG0056655T0,2026-03-24T06:07:49.663754371Z
LGL,"The LGL Group, Inc.",stocks,us,XASE,CS,True,usd,0000061004,BBG000BN6WD5,BBG001S5SSG6,2026-03-24T06:07:49.663754461Z
LGN,Legence Corp. Class A Common stock,stocks,us,XNAS,CS,True,usd,0002052568,BBG01WRYRPZ1,BBG01WRYRR87,2026-03-24T06:07:49.663754791Z
LGND,Ligand Pharmaceuticals Inc.,stocks,us,XNAS,CS,True,usd,0000886163,BBG000BKF014,BBG001S8CH99,2026-03-24T06:07:49.663754972Z
LGO,Largo Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001400438,BBG000HVWQH1,BBG001S6KXR9,2026-03-24T06:07:49.663755062Z
LGPS,LogProstyle Inc.,stocks,us,XASE,CS,True,usd,0002040290,,,2026-03-24T06:07:49.663755252Z
LGVN,Longeveron Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001721484,BBG00YZ6JHT4,BBG00YZ6JJN6,2026-03-24T06:07:49.663755433Z
LH,Labcorp Holdings Inc.,stocks,us,XNYS,CS,True,usd,0000920148,BBG01MMT6PL7,BBG01MMT6PQ2,2026-03-24T06:07:49.663755533Z
LHAI,Linkhome Holdings Inc. Common stock,stocks,us,XNAS,CS,True,usd,0002017758,BBG01NGH7Y47,BBG01NGH82V6,2026-03-24T06:07:49.663755653Z
LHX,"L3Harris Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0000202058,BBG000BLGFJ9,BBG001S5S0N9,2026-03-24T06:07:49.663755844Z
LICN,Lichen China Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001876766,,,2026-03-24T06:07:49.663756545Z
LIEN,"Chicago Atlantic BDC, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001843162,BBG011K51BR7,BBG011K51CL1,2026-03-24T06:07:49.663756936Z
LIF,"Life360, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001581760,BBG00256NGB3,BBG00256NGD1,2026-03-24T06:07:49.663757036Z
LIFE,Ethos Technologies Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001788451,BBG00L538636,BBG00L538645,2026-03-24T06:07:49.663757126Z
LII,Lennox International Inc.,stocks,us,XNYS,CS,True,usd,0001069202,BBG000BB5B84,BBG001S5SST2,2026-03-24T06:07:49.663757306Z
LILA,Liberty Latin America Ltd. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001712184,,,2026-03-24T06:07:49.663757407Z
LILAK,Liberty Latin America Ltd. Class C Common Stock,stocks,us,XNAS,CS,True,usd,0001712184,,,2026-03-24T06:07:49.663757497Z
LIMN,"Liminatus Pharma, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001971387,BBG01HVYG111,BBG01HVYG120,2026-03-24T06:07:49.663758428Z
LIN,Linde plc Ordinary Share,stocks,us,XNAS,CS,True,usd,0001707925,,,2026-03-24T06:07:49.663758659Z
LINC,Lincoln Educational Services,stocks,us,XNAS,CS,True,usd,0001286613,BBG000GM1PH8,BBG001SH9DM7,2026-03-24T06:07:49.663758759Z
LIND,Lindblad Expeditions Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001512499,BBG004MDWKS8,BBG004MDWKT7,2026-03-24T06:07:49.66375903Z
LINE,"Lineage, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001868159,BBG01NJDR0W4,BBG01NJDR1R8,2026-03-24T06:07:49.66375928Z
LINK,"Interlink Electronics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000828146,BBG000BH4WF8,BBG001S7B2R5,2026-03-24T06:07:49.66375939Z
LION,Lionsgate Studios Corp.,stocks,us,XNYS,CS,True,usd,0002052959,BBG01TT3G7W9,BBG01TT3G7X8,2026-03-24T06:07:49.663759601Z
LIQT,"LiqTech International, Inc.",stocks,us,XNAS,CS,True,usd,0001307579,BBG000QKQ2T2,BBG001T7SB23,2026-03-24T06:07:49.663759711Z
LITE,Lumentum Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001633978,BBG0073F9RT7,BBG0073F9RS8,2026-03-24T06:07:49.663760072Z
LITS,"Lite Strategy, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001262104,BBG000BSGT68,BBG001SBWG10,2026-03-24T06:07:49.663760392Z
LIVE,Live Ventures Inc,stocks,us,XNAS,CS,True,usd,0001045742,BBG000CPW0C1,BBG001SC9T98,2026-03-24T06:07:49.663760643Z
